ID    Dist Tree     BLEU Score    Lemma-Pos     Dist Lemma    Dist Word 
62:    0.29761905    0.90000000    0.90000000    0.85714286    1.00000000
63:    0.45833333    1.00000000    1.00000000    1.00000000    0.00000000
64:    0.27083333    0.85714286    0.71428571    0.50000000    0.00000000
65:    0.20000000    1.00000000    1.00000000    0.80000000    0.00000000
66:    0.22321429    0.36363636    0.36363636    0.62500000    0.00000000
67:    0.12500000    0.66666667    0.66666667    0.50000000    0.00000000
68:    0.08333333    0.60000000    0.40000000    0.33333333    1.00000000
69:    0.44494048    0.90909091    0.72727273    0.87500000    0.00000000
70:    0.42797619    0.81818182    0.81818182    0.75000000    0.00000000
71:    0.31458333    0.92307692    0.92307692    0.80000000    0.00000000
72:    0.37083333    0.87500000    0.87500000    0.83333333    0.00000000
73:    0.40128968    0.83333333    0.83333333    0.77777778    0.00000000
74:    0.65357143    1.00000000    1.00000000    1.00000000    0.00000000
75:    0.26666667    0.77777778    0.77777778    0.66666667    0.00000000
76:    0.36755952    0.90909091    0.90909091    0.87500000    0.00000000
77:    0.33630952    0.90909091    0.81818182    0.62500000    1.00000000
78:    0.46031746    0.91666667    0.91666667    0.77777778    0.00000000
79:    0.27566004    0.65384615    0.61538462    0.57894737    0.00000000
80:    0.31988844    0.46666667    0.46666667    0.64285714    0.00000000
81:    0.87261905    1.00000000    1.00000000    1.00000000    0.00000000
82:    0.33154762    0.73333333    0.53333333    0.60000000    0.00000000
83:    0.91597222    1.00000000    1.00000000    0.90909091    0.00000000
84:    0.33333333    1.00000000    0.90000000    1.00000000    0.00000000
85:    0.38510101    0.78571429    0.78571429    0.81818182    0.00000000
86:    0.38308081    0.66666667    0.60000000    0.66666667    0.00000000
87:    0.22916667    0.83333333    0.83333333    0.66666667    0.00000000
88:    0.82385191    0.95454545    0.95454545    0.94736842    0.00000000
89:    0.20833333    0.88888889    0.88888889    0.83333333    0.00000000
90:    0.09375000    0.63636364    0.63636364    0.37500000    0.00000000
91:    0.15000000    0.61111111    0.50000000    0.60000000    0.00000000
92:    0.16071429    0.63636364    0.63636364    0.50000000    1.00000000
93:    0.22023810    0.90000000    0.90000000    0.71428571    0.00000000
94:    0.30535714    0.59090909    0.59090909    0.62500000    0.00000000
95:    0.08333333    0.46666667    0.46666667    0.16666667    0.00000000
96:    0.39880952    1.00000000    1.00000000    1.00000000    0.00000000
97:    0.28680556    0.61538462    0.61538462    0.80000000    1.00000000
98:    0.22767857    0.81818182    0.72727273    0.62500000    0.00000000
99:    0.04545455    0.35714286    0.35714286    0.18181818    0.00000000
100:    0.08333333    0.53333333    0.53333333    0.22222222    0.00000000
101:    0.25732601    0.72222222    0.72222222    0.60000000    0.00000000
102:    0.52906746    0.84615385    0.84615385    0.90000000    0.00000000
103:    0.27619048    0.60000000    0.60000000    0.57142857    0.00000000
104:    0.10000000    0.28571429    0.28571429    0.40000000    0.00000000
105:    0.43095238    0.80000000    0.80000000    0.85714286    0.00000000
106:    0.06250000    0.45454545    0.45454545    0.25000000    0.00000000
107:    0.39880952    1.00000000    0.90909091    1.00000000    0.00000000
108:    0.20932540    0.46666667    0.46666667    0.44444444    0.00000000
109:    0.35654762    0.76923077    0.76923077    0.70000000    0.00000000
110:    0.47744755    0.68750000    0.62500000    0.84615385    0.00000000
111:    0.56666667    0.91666667    0.91666667    0.83333333    0.00000000
112:    0.72527473    0.83333333    0.77777778    1.00000000    0.00000000
113:    0.16666667    0.66666667    0.66666667    0.66666667    0.00000000
114:    0.27619048    0.80000000    0.80000000    0.57142857    0.00000000
115:    0.21666667    0.77777778    0.66666667    0.66666667    1.00000000
116:    0.23680556    0.69230769    0.61538462    0.50000000    0.00000000
117:    0.28459596    0.71428571    0.71428571    0.72727273    0.00000000
118:    0.29816919    0.62500000    0.62500000    0.45454545    0.00000000
119:    0.19791667    0.75000000    0.66666667    0.55555556    0.00000000
120:    0.56968032    0.90000000    0.90000000    0.78571429    0.00000000
121:    0.25845010    0.51851852    0.51851852    0.50000000    0.00000000
122:    0.31250000    1.00000000    1.00000000    1.00000000    1.00000000
123:    0.08333333    0.55555556    0.55555556    0.33333333    0.00000000
124:    0.68606934    0.85185185    0.85185185    0.85714286    0.00000000
125:    0.14880952    0.60000000    0.60000000    0.42857143    0.00000000
126:    0.16211957    0.48275862    0.44827586    0.48000000    1.00000000
127:    0.13888889    0.58333333    0.58333333    0.55555556    0.00000000
128:    0.46835317    0.84615385    0.84615385    0.70000000    0.00000000
129:    0.34441392    0.88888889    0.88888889    0.80000000    0.00000000
130:    0.64863542    0.69696970    0.69696970    0.73913043    0.00000000
131:    0.45922619    1.00000000    1.00000000    0.87500000    0.00000000
132:    0.21666667    0.66666667    0.66666667    0.50000000    0.00000000
133:    0.80812937    0.94117647    0.94117647    0.78571429    0.00000000
134:    0.27083333    1.00000000    1.00000000    0.75000000    0.00000000
135:    0.60357143    1.00000000    1.00000000    1.00000000    1.00000000
136:    0.37702020    0.86666667    0.86666667    0.75000000    0.00000000
137:    0.29464286    0.81818182    0.72727273    0.75000000    0.00000000
138:    0.74523810    1.00000000    1.00000000    1.00000000    0.00000000
139:    0.21212121    0.77777778    0.77777778    0.66666667    0.00000000
140:    0.10968379    0.46428571    0.46428571    0.34782609    0.00000000
141:    0.33630952    0.78571429    0.78571429    0.75000000    0.00000000
142:    0.49494048    0.90909091    0.72727273    0.75000000    0.00000000
143:    0.15625000    0.72727273    0.72727273    0.62500000    0.00000000
144:    0.14236111    0.50000000    0.50000000    0.44444444    0.00000000
145:    0.17013889    0.50000000    0.50000000    0.55555556    0.00000000
146:    0.29761905    0.90000000    0.90000000    0.71428571    0.00000000
147:    0.08333333    0.66666667    0.66666667    0.16666667    0.00000000
148:    0.38928571    0.90000000    0.90000000    0.85714286    1.00000000
149:    0.23686869    0.64285714    0.57142857    0.45454545    0.00000000
150:    0.16856061    0.66666667    0.66666667    0.58333333    0.00000000
151:    0.13888889    0.53333333    0.46666667    0.44444444    0.00000000
152:    0.38928571    0.90000000    0.90000000    0.85714286    0.00000000
153:    0.32916667    0.88888889    0.77777778    0.50000000    0.00000000
154:    0.18939394    0.70588235    0.70588235    0.58333333    0.00000000
155:    0.12500000    0.77777778    0.77777778    0.50000000    0.00000000
156:    0.56666667    0.77777778    0.77777778    0.83333333    0.00000000
157:    0.71577381    0.94117647    0.94117647    1.00000000    1.00000000
158:    0.32500000    0.87500000    0.87500000    0.60000000    0.00000000
159:    0.29017857    0.90909091    0.90909091    0.75000000    0.00000000
160:    0.22530637    0.73913043    0.69565217    0.64705882    0.00000000
161:    0.05555556    0.41666667    0.41666667    0.22222222    0.00000000
162:    0.21180556    0.61538462    0.53846154    0.50000000    0.00000000
163:    0.16666667    0.77777778    0.66666667    0.66666667    0.00000000
164:    0.87261905    1.00000000    1.00000000    1.00000000    0.00000000
165:    0.22023810    0.80000000    0.80000000    0.71428571    0.00000000
166:    0.39861111    0.92307692    0.92307692    0.90000000    0.00000000
167:    0.46332834    0.78947368    0.78947368    0.64285714    0.00000000
168:    0.21666667    0.77777778    0.77777778    0.66666667    0.00000000
169:    0.14285714    0.80000000    0.80000000    0.57142857    0.00000000
170:    0.43907828    0.92857143    0.92857143    0.90909091    0.00000000
171:    0.25833333    0.88888889    0.88888889    0.83333333    0.00000000
172:    0.33958333    0.92307692    0.84615385    0.80000000    0.00000000
173:    0.22023810    0.75000000    0.62500000    0.71428571    0.00000000
174:    0.52803030    0.86666667    0.86666667    0.75000000    0.00000000
175:    0.31250000    0.87500000    0.87500000    1.00000000    0.00000000
176:    0.54583333    0.92857143    0.92857143    0.90909091    0.00000000
177:    0.21634615    0.75000000    0.62500000    0.61538462    0.00000000
178:    0.20555556    0.53846154    0.53846154    0.30000000    0.00000000
179:    0.18750000    0.85714286    0.85714286    0.75000000    0.00000000
180:    0.21666667    0.77777778    0.77777778    0.66666667    0.00000000
181:    0.65126263    0.86666667    0.86666667    0.83333333    0.00000000
182:    0.15625000    0.64285714    0.57142857    0.50000000    1.00000000
183:    0.11111111    0.52173913    0.43478261    0.44444444    0.00000000
184:    0.39793233    0.79166667    0.79166667    0.76190476    1.00000000
185:    0.30827313    0.73076923    0.69230769    0.80000000    0.00000000
186:    0.10416667    0.38888889    0.33333333    0.41666667    0.00000000
187:    0.22023810    0.61538462    0.53846154    0.57142857    0.00000000
188:    0.21666667    0.77777778    0.77777778    0.66666667    0.00000000
189:    0.14236111    0.50000000    0.41666667    0.44444444    0.00000000
190:    0.14880952    0.50000000    0.50000000    0.42857143    1.00000000
191:    0.00000000    0.11111111    0.11111111    0.00000000    0.00000000
192:    0.68888889    1.00000000    1.00000000    1.00000000    0.00000000
193:    0.65833333    1.00000000    1.00000000    1.00000000    0.00000000
194:    0.25700264    0.68750000    0.68750000    0.60000000    0.00000000
195:    0.65357143    1.00000000    1.00000000    1.00000000    1.00000000
196:    0.23907343    0.68421053    0.68421053    0.61538462    0.00000000
197:    0.15277778    0.61538462    0.61538462    0.50000000    0.00000000
198:    0.33630952    0.90909091    0.90909091    0.75000000    0.00000000
199:    0.10606061    0.40000000    0.33333333    0.33333333    0.00000000
200:    0.12500000    0.66666667    0.66666667    0.50000000    0.00000000
201:    0.47628968    0.92307692    0.92307692    0.80000000    0.00000000
202:    0.13888889    0.57142857    0.50000000    0.44444444    0.00000000
203:    0.33333333    0.90000000    0.90000000    1.00000000    0.00000000
204:    0.14880952    0.70000000    0.60000000    0.42857143    0.00000000
205:    0.17777778    0.61538462    0.46153846    0.50000000    0.00000000
206:    0.18409091    0.75000000    0.62500000    0.63636364    0.00000000
207:    0.23680556    0.68750000    0.68750000    0.60000000    0.00000000
208:    0.15000000    0.75000000    0.75000000    0.60000000    0.00000000
209:    0.54583333    1.00000000    1.00000000    1.00000000    0.00000000
210:    0.36900183    0.72222222    0.72222222    0.66666667    0.00000000
211:    0.37083333    0.88888889    0.88888889    0.83333333    0.00000000
212:    0.38928571    1.00000000    0.92307692    0.71428571    0.00000000
213:    0.68283730    0.92307692    0.92307692    0.90000000    0.00000000
214:    0.46250000    1.00000000    1.00000000    0.83333333    0.00000000
215:    0.26250000    0.87500000    0.87500000    0.80000000    1.00000000
216:    0.42500000    1.00000000    1.00000000    1.00000000    1.00000000
217:    0.12685277    0.46666667    0.46666667    0.33333333    0.00000000
218:    0.18680556    0.38461538    0.38461538    0.30000000    0.00000000
219:    0.26250000    0.66666667    0.66666667    0.80000000    0.00000000
220:    0.27095960    0.76190476    0.76190476    0.50000000    0.00000000
221:    0.21078431    0.66666667    0.66666667    0.61111111    0.00000000
222:    0.22767857    0.72727273    0.72727273    0.62500000    0.00000000
223:    0.20863971    0.65000000    0.65000000    0.58823529    0.00000000
224:    0.29017857    0.70000000    0.70000000    0.87500000    0.00000000
225:    0.28068182    0.80000000    0.80000000    0.66666667    0.00000000
226:    0.35000000    1.00000000    0.88888889    0.83333333    0.00000000
227:    0.08333333    0.55555556    0.44444444    0.33333333    0.00000000
228:    0.29265873    0.91666667    0.91666667    0.66666667    0.00000000
229:    0.37397338    0.76000000    0.76000000    0.68421053    0.00000000
230:    0.18939394    0.73333333    0.73333333    0.58333333    0.00000000
231:    0.26250000    1.00000000    1.00000000    0.60000000    0.00000000
232:    0.21666667    0.88888889    0.88888889    0.66666667    0.00000000
233:    0.12500000    0.77777778    0.55555556    0.33333333    0.00000000
234:    0.38333333    1.00000000    0.92307692    0.85714286    0.00000000
235:    0.25892857    0.63636364    0.63636364    0.75000000    0.00000000
236:    0.26405678    0.45454545    0.45454545    0.53333333    0.00000000
237:    0.18571429    0.52380952    0.47619048    0.46666667    0.00000000
238:    0.42013889    1.00000000    0.92307692    1.00000000    0.00000000
239:    0.21666667    0.88888889    0.77777778    0.50000000    0.00000000
240:    0.33184524    0.90909091    0.81818182    0.87500000    1.00000000
241:    0.34589646    0.78571429    0.78571429    0.63636364    0.00000000
242:    0.07142857    0.61538462    0.53846154    0.14285714    0.00000000
243:    0.10000000    0.57142857    0.57142857    0.20000000    0.00000000
244:    0.18452381    0.70000000    0.70000000    0.42857143    0.00000000
245:    0.38928571    0.90000000    0.90000000    0.85714286    0.00000000
246:    0.45922619    0.90909091    0.90909091    0.87500000    0.00000000
247:    0.82475490    1.00000000    1.00000000    1.00000000    0.00000000
248:    0.19780220    0.65000000    0.60000000    0.64285714    0.00000000
249:    0.16666667    0.88888889    0.88888889    0.50000000    0.00000000
250:    0.52728175    0.91666667    0.91666667    0.88888889    0.00000000
251:    0.82569444    0.92857143    0.92857143    0.90909091    0.00000000
252:    0.22619048    0.60000000    0.60000000    0.42857143    1.00000000
253:    0.73333333    1.00000000    1.00000000    1.00000000    0.00000000
254:    0.63491162    1.00000000    0.92857143    0.90909091    0.00000000
255:    0.29166667    1.00000000    0.90000000    1.00000000    0.00000000
256:    0.15544872    0.62500000    0.62500000    0.53846154    0.00000000
257:    0.26190476    0.80000000    0.80000000    0.57142857    0.00000000
258:    0.18571429    0.66666667    0.61111111    0.60000000    1.00000000
259:    0.17467949    0.72222222    0.72222222    0.53846154    1.00000000
260:    0.21666667    0.66666667    0.55555556    0.66666667    0.00000000
261:    0.17500000    0.66666667    0.66666667    0.50000000    1.00000000
262:    0.25555556    0.69230769    0.61538462    0.70000000    0.00000000
263:    0.18452381    0.69230769    0.61538462    0.57142857    0.00000000
264:    0.15000000    0.57142857    0.42857143    0.40000000    0.00000000
265:    0.22023810    0.80000000    0.80000000    0.71428571    1.00000000
266:    0.08333333    0.37500000    0.37500000    0.16666667    0.00000000
267:    0.18452381    0.70000000    0.70000000    0.42857143    0.00000000
268:    0.42083333    0.88888889    0.88888889    0.83333333    0.00000000
269:    0.49047619    0.90909091    0.81818182    1.00000000    0.00000000
270:    0.44412879    0.85714286    0.85714286    0.63636364    0.00000000
271:    0.29613095    0.83333333    0.75000000    0.66666667    0.00000000
272:    0.46031746    0.91666667    0.83333333    0.88888889    0.00000000
273:    0.23327313    0.54166667    0.50000000    0.50000000    0.00000000
274:    0.21250000    0.66666667    0.66666667    0.60000000    0.00000000
275:    0.22321429    0.81818182    0.81818182    0.75000000    0.00000000
276:    0.05555556    0.33333333    0.33333333    0.22222222    0.00000000
277:    0.66616162    0.92857143    0.92857143    0.90909091    0.00000000
278:    0.52619048    1.00000000    1.00000000    1.00000000    0.00000000
279:    0.49185606    0.92857143    0.92857143    0.90909091    1.00000000
280:    0.37083333    0.88888889    0.88888889    0.83333333    0.00000000
281:    0.19196429    0.81818182    0.81818182    0.62500000    0.00000000
282:    0.50178571    0.90000000    0.90000000    0.85714286    0.00000000
283:    0.36755952    1.00000000    1.00000000    0.75000000    0.00000000
284:    0.22023810    0.70000000    0.70000000    0.71428571    0.00000000
285:    0.18571429    0.76190476    0.76190476    0.60000000    0.00000000
286:    0.25892857    0.81818182    0.81818182    0.75000000    0.00000000
287:    0.07692308    0.36842105    0.36842105    0.30769231    0.00000000
288:    0.31250000    0.83333333    0.83333333    0.80000000    0.00000000
289:    0.26666667    0.77777778    0.77777778    0.66666667    0.00000000
290:    0.15625000    0.75000000    0.75000000    0.62500000    1.00000000
291:    0.29265873    0.91666667    0.83333333    0.66666667    0.00000000
292:    0.56121795    0.76190476    0.76190476    0.75000000    0.00000000
293:    0.42500000    0.80000000    0.80000000    1.00000000    0.00000000
294:    0.17922794    0.64000000    0.64000000    0.52941176    0.00000000
295:    0.33154762    0.69230769    0.69230769    0.50000000    0.00000000
296:    0.61785714    1.00000000    1.00000000    1.00000000    1.00000000
297:    0.90525794    1.00000000    1.00000000    0.90000000    0.00000000
298:    0.62232143    0.90909091    0.90909091    0.75000000    0.00000000
299:    0.36755952    1.00000000    1.00000000    0.87500000    0.00000000
300:    0.51934524    1.00000000    0.83333333    0.88888889    0.00000000
301:    0.39880952    1.00000000    1.00000000    1.00000000    0.00000000
302:    0.19141414    0.50000000    0.50000000    0.45454545    0.00000000
303:    0.30766512    0.70270270    0.67567568    0.62068966    0.00000000
304:    0.43169192    0.66666667    0.66666667    0.75000000    0.00000000
305:    0.26250000    1.00000000    1.00000000    0.80000000    0.00000000
306:    0.23055556    0.76923077    0.76923077    0.70000000    0.00000000
307:    0.45265152    0.85714286    0.78571429    0.72727273    0.00000000
308:    0.25833333    0.88888889    0.88888889    0.83333333    0.00000000
309:    0.41250000    0.88888889    0.88888889    0.83333333    0.00000000
310:    0.45922619    0.90909091    0.90909091    0.75000000    0.00000000
311:    0.74659091    1.00000000    1.00000000    0.92307692    0.00000000
312:    0.12500000    0.55555556    0.55555556    0.50000000    0.00000000
313:    0.22767857    0.81818182    0.72727273    0.50000000    0.00000000
314:    0.42013889    1.00000000    1.00000000    1.00000000    0.00000000
315:    0.59672619    1.00000000    0.91666667    1.00000000    0.00000000
316:    0.86954365    1.00000000    1.00000000    1.00000000    0.00000000
317:    0.08333333    0.50000000    0.50000000    0.16666667    0.00000000
318:    0.51666667    1.00000000    0.80000000    1.00000000    0.00000000
319:    0.53769841    0.90909091    0.90909091    0.88888889    1.00000000
320:    0.21666667    0.66666667    0.44444444    0.50000000    0.00000000
321:    0.36736111    0.92307692    0.92307692    0.90000000    0.00000000
322:    0.25595238    0.80000000    0.80000000    0.71428571    1.00000000
323:    0.47628968    0.84615385    0.84615385    0.60000000    0.00000000
324:    0.16071429    0.64285714    0.57142857    0.37500000    0.00000000
325:    0.52500000    0.77777778    0.66666667    0.66666667    0.00000000
326:    0.44747475    0.80000000    0.80000000    0.75000000    0.00000000
327:    0.26934524    0.90909091    0.90909091    0.62500000    0.00000000
328:    0.23686869    0.76470588    0.76470588    0.63636364    0.00000000
329:    0.63491162    1.00000000    0.92857143    0.72727273    0.00000000
330:    0.31190476    0.92307692    0.92307692    0.57142857    0.00000000
331:    0.21666667    0.77777778    0.77777778    0.66666667    0.00000000
332:    0.45833333    1.00000000    1.00000000    0.80000000    0.00000000
333:    0.08333333    0.55555556    0.55555556    0.33333333    0.00000000
334:    0.46607143    0.60000000    0.50000000    0.57142857    0.00000000
335:    0.71921772    0.88571429    0.85714286    0.84000000    0.00000000
336:    0.44494048    0.90909091    0.90909091    0.87500000    0.00000000
337:    0.44494048    0.90909091    0.90909091    0.87500000    0.00000000
338:    0.45128968    0.92307692    0.84615385    0.70000000    0.00000000
339:    0.39135101    0.85714286    0.85714286    0.72727273    0.00000000
340:    0.37083333    0.88888889    0.88888889    0.83333333    0.00000000
341:    0.38928571    0.92307692    0.84615385    0.71428571    0.00000000
342:    0.60357143    1.00000000    1.00000000    1.00000000    0.00000000
343:    0.46250000    1.00000000    0.88888889    1.00000000    0.00000000
344:    0.30505952    0.81818182    0.72727273    0.62500000    0.00000000
345:    0.41250000    0.88888889    0.88888889    1.00000000    0.00000000
346:    0.51835317    0.92307692    0.92307692    1.00000000    1.00000000
347:    0.74659091    1.00000000    1.00000000    0.92307692    0.00000000
348:    0.52728175    0.93750000    0.81250000    0.88888889    0.00000000
349:    0.17013889    0.66666667    0.66666667    0.44444444    0.00000000
350:    0.12500000    0.66666667    0.66666667    0.50000000    1.00000000
351:    0.35654762    0.84615385    0.84615385    0.70000000    0.00000000
352:    0.29613095    0.75000000    0.75000000    0.66666667    0.00000000
353:    0.19444444    0.84615385    0.76923077    0.66666667    0.00000000
354:    0.42500000    1.00000000    1.00000000    1.00000000    0.00000000
355:    0.18452381    0.60000000    0.60000000    0.42857143    0.00000000
356:    0.26250000    0.62500000    0.62500000    0.60000000    0.00000000
357:    0.31458333    0.92307692    0.92307692    0.80000000    0.00000000
358:    0.10714286    0.60000000    0.50000000    0.42857143    0.00000000
359:    0.26934524    0.63636364    0.63636364    0.50000000    0.00000000
360:    0.14236111    0.46666667    0.46666667    0.33333333    0.00000000
361:    0.45265152    0.78571429    0.78571429    0.72727273    0.00000000
362:    0.04166667    0.37500000    0.37500000    0.16666667    1.00000000
363:    0.30059524    0.81818182    0.72727273    0.50000000    0.00000000
364:    0.19791667    0.83333333    0.83333333    0.55555556    0.00000000
365:    0.70535714    1.00000000    0.93333333    1.00000000    0.00000000
366:    0.25744048    0.52631579    0.47368421    0.62500000    0.00000000
367:    0.49494048    0.90909091    0.81818182    0.87500000    0.00000000
368:    0.23914141    0.50000000    0.50000000    0.54545455    0.00000000
369:    0.31190476    0.80000000    0.80000000    0.71428571    0.00000000
370:    0.18055556    0.46153846    0.46153846    0.50000000    0.00000000
371:    0.52906746    1.00000000    0.92307692    0.90000000    0.00000000
372:    0.18770655    0.60000000    0.51428571    0.44444444    0.00000000
373:    0.13888889    0.52000000    0.48000000    0.55555556    0.00000000
374:    0.53750000    1.00000000    0.90000000    0.85714286    0.00000000
375:    0.45218636    0.62500000    0.62500000    0.62500000    0.00000000
376:    0.08333333    0.50000000    0.50000000    0.16666667    0.00000000
377:    0.51934524    1.00000000    1.00000000    1.00000000    1.00000000
378:    0.67234432    0.94736842    0.89473684    1.00000000    0.00000000
379:    0.22916667    0.75000000    0.75000000    0.66666667    0.00000000
380:    0.21474359    0.68750000    0.62500000    0.69230769    0.00000000
381:    0.18452381    0.90000000    0.80000000    0.42857143    0.00000000
382:    0.15000000    0.57142857    0.42857143    0.40000000    0.00000000
383:    0.28819444    0.91666667    0.83333333    0.77777778    0.00000000
384:    0.18452381    0.70000000    0.70000000    0.57142857    0.00000000
385:    0.16071429    0.54545455    0.54545455    0.50000000    0.00000000
386:    0.25833333    0.88888889    0.88888889    0.83333333    0.00000000
387:    0.31920163    0.81250000    0.68750000    0.69230769    0.00000000
388:    0.19589461    0.56521739    0.56521739    0.52941176    0.00000000
389:    0.20555556    0.69230769    0.69230769    0.40000000    0.00000000
390:    0.23626374    0.57894737    0.57894737    0.50000000    0.00000000
391:    0.11111111    0.55172414    0.55172414    0.44444444    1.00000000
392:    0.30059524    0.81818182    0.81818182    0.62500000    0.00000000
393:    0.19196429    0.81818182    0.81818182    0.62500000    0.00000000
394:    0.21666667    0.77777778    0.77777778    0.66666667    0.00000000
395:    0.25694444    0.80000000    0.80000000    0.55555556    0.00000000
396:    0.40838328    0.78260870    0.78260870    0.64285714    1.00000000
397:    0.69292929    1.00000000    1.00000000    0.91666667    0.00000000
398:    0.60833333    1.00000000    1.00000000    1.00000000    0.00000000
399:    0.65833333    0.88888889    0.88888889    1.00000000    0.00000000
400:    0.90833333    1.00000000    1.00000000    1.00000000    0.00000000
401:    0.26250000    0.66666667    0.33333333    0.80000000    0.00000000
402:    0.27619048    0.69230769    0.61538462    0.57142857    0.00000000
403:    0.47525253    0.80000000    0.80000000    0.75000000    0.00000000
404:    0.21401515    0.62500000    0.62500000    0.58333333    0.00000000
405:    0.38333333    0.90000000    0.90000000    0.85714286    0.00000000
406:    0.20000000    0.87500000    0.87500000    0.80000000    0.00000000
407:    0.22916667    0.58333333    0.58333333    0.66666667    0.00000000
408:    0.31262626    0.71428571    0.71428571    0.58333333    0.00000000
409:    0.36862374    0.78571429    0.78571429    0.72727273    0.00000000
410:    0.53667929    0.85714286    0.85714286    0.72727273    0.00000000
411:    0.30833333    0.66666667    0.66666667    0.83333333    0.00000000
412:    0.26250000    0.87500000    0.87500000    0.80000000    0.00000000
413:    0.26190476    0.80000000    0.80000000    0.71428571    0.00000000
414:    0.67757937    1.00000000    1.00000000    0.88888889    0.00000000
415:    0.30833333    0.88888889    0.88888889    0.83333333    0.00000000
416:    0.15000000    1.00000000    1.00000000    0.40000000    1.00000000
417:    0.32500000    0.87500000    0.87500000    0.80000000    0.00000000
418:    0.32390873    0.91666667    0.83333333    0.77777778    0.00000000
419:    0.25959596    0.62500000    0.62500000    0.72727273    0.00000000
420:    0.22619048    0.70000000    0.70000000    0.57142857    0.00000000
421:    0.16666667    0.80000000    0.60000000    0.50000000    0.00000000
