ID    Dist Tree     BLEU Score    Lemma-Pos     Dist Lemma    Dist Word 
99:    4.55555556    0.11111111    0.44444444    0.33333333    0.44444444
100:    2.53333333    0.33838384    0.66666667    0.83333333    0.73333333
101:    2.25000000    0.52116402    0.66666667    0.66666667    0.75000000
102:    7.11111111    0.27777778    0.88888889    0.83333333    1.00000000
103:    4.62500000    0.06666667    0.50000000    0.20000000    0.50000000
104:    3.92307692    0.38611111    0.76923077    0.70000000    0.84615385
105:    1.33333333    0.08333333    0.40000000    0.25000000    0.40000000
106:    3.33333333    0.40000000    0.88888889    1.00000000    0.88888889
107:    4.88888889    0.34444444    0.77777778    0.83333333    0.77777778
108:    2.33333333    0.52116402    0.83333333    0.77777778    0.83333333
109:    1.00000000    0.61315013    0.80769231    0.91304348    0.80769231
110:    3.60000000    0.41587302    0.70000000    0.57142857    0.80000000
111:    1.81818182    0.64880952    1.00000000    0.75000000    1.00000000
112:    3.80000000    0.63333333    1.00000000    0.85714286    1.00000000
113:    0.88888889    0.20175439    0.48148148    0.50000000    0.51851852
114:    1.25000000    0.26388889    0.66666667    0.55555556    0.66666667
115:    1.75000000    0.52116402    0.91666667    0.77777778    0.91666667
116:    1.00000000    0.41587302    0.70000000    0.57142857    0.80000000
117:    1.61904762    0.20158730    0.52380952    0.46666667    0.57142857
118:    1.66666667    0.55067155    0.72222222    0.85714286    0.83333333
119:    2.63636364    0.59325397    0.90909091    0.87500000    0.90909091
120:    4.66666667    0.23333333    0.77777778    0.50000000    0.77777778
121:    2.87500000    0.26666667    0.75000000    0.80000000    0.75000000
122:    1.10000000    0.19047619    0.60000000    0.57142857    0.60000000
123:    1.44444444    0.63479853    0.66666667    0.80000000    0.66666667
124:    1.28571429    0.26284585    0.71428571    0.65217391    0.71428571
125:    4.91666667    0.55820106    0.75000000    0.77777778    0.75000000
126:    1.78571429    0.22685185    0.71428571    0.55555556    0.71428571
127:    3.81818182    0.40079365    0.63636364    0.75000000    0.72727273
128:    0.85365854    0.44750870    0.68292683    0.65714286    0.68292683
129:    0.69230769    0.30740741    0.69230769    0.70000000    0.69230769
130:    3.78571429    0.25595238    0.71428571    0.62500000    0.78571429
131:    0.92857143    0.19286616    0.45238095    0.48484848    0.52380952
132:    2.46153846    0.68888889    0.92307692    0.90000000    0.92307692
133:    1.59090909    0.32381608    0.54545455    0.63157895    0.54545455
134:    1.25000000    0.26851852    0.66666667    0.55555556    0.66666667
135:    0.50000000    0.44983165    0.78571429    0.72727273    0.78571429
136:    2.10000000    0.39682540    0.80000000    0.85714286    0.90000000
137:    2.00000000    0.35912698    0.63636364    0.50000000    0.63636364
138:    2.11111111    0.28888889    0.88888889    0.50000000    0.88888889
139:    1.66666667    0.41477411    0.83333333    0.73333333    0.83333333
140:    3.83333333    0.04166667    0.41666667    0.12500000    0.41666667
141:    3.70000000    0.14285714    0.50000000    0.42857143    0.50000000
142:    2.38461538    0.50648148    0.76923077    0.70000000    0.84615385
143:    3.06666667    0.65117845    0.93333333    0.90909091    0.93333333
144:    0.83333333    0.07407407    0.41666667    0.22222222    0.41666667
145:    6.40000000    0.34126984    0.80000000    0.85714286    0.90000000
146:    3.09090909    0.46230159    0.81818182    0.62500000    0.81818182
147:    3.00000000    0.36825397    0.80000000    0.57142857    0.80000000
148:    1.60000000    0.19047619    0.60000000    0.42857143    0.70000000
149:    2.87500000    0.20000000    0.75000000    0.20000000    0.75000000
150:    0.18181818    0.30357143    0.63636364    0.62500000    0.72727273
151:    1.60000000    0.64126984    0.60000000    0.85714286    0.70000000
152:    5.40000000    0.51904762    0.80000000    0.71428571    0.80000000
153:    2.60000000    0.51904762    0.70000000    0.85714286    0.70000000
154:    2.30000000    0.17936508    0.60000000    0.46666667    0.65000000
155:    2.33333333    0.43888889    0.77777778    0.50000000    0.77777778
156:    5.85714286    0.36111111    0.85714286    0.50000000    0.85714286
157:    1.78571429    0.48989899    0.71428571    0.63636364    0.71428571
158:    1.45454545    0.46230159    0.81818182    0.62500000    0.81818182
159:    2.54545455    0.21428571    0.54545455    0.50000000    0.54545455
160:    0.72093023    0.26923648    0.55813953    0.47058824    0.60465116
161:    1.52380952    0.22881563    0.66666667    0.40000000    0.66666667
162:    1.91666667    0.57936508    0.75000000    1.00000000    0.91666667
163:    2.33333333    0.28888889    0.88888889    0.66666667    0.88888889
164:    2.44444444    0.11111111    0.33333333    0.33333333    0.33333333
165:    1.89473684    0.43278943    0.68421053    0.69230769    0.68421053
166:    4.10000000    0.23809524    0.80000000    0.71428571    0.90000000
167:    6.90000000    0.29365079    0.80000000    0.71428571    0.80000000
168:    0.69444444    0.23023088    0.47222222    0.54545455    0.50000000
169:    1.80000000    0.46349206    0.90000000    0.85714286    0.90000000
170:    1.41176471    0.49511600    0.88235294    0.85714286    0.88235294
171:    2.33333333    0.35277778    0.66666667    0.60000000    0.66666667
172:    1.92307692    0.54351852    0.84615385    0.70000000    0.84615385
173:    2.76470588    0.91880342    1.00000000    1.00000000    1.00000000
174:    3.00000000    0.34444444    0.88888889    0.83333333    0.88888889
175:    6.18181818    0.29761905    0.72727273    0.75000000    0.72727273
176:    2.91666667    0.34259259    0.91666667    0.66666667    0.91666667
177:    2.60000000    0.30555556    0.80000000    0.66666667    0.86666667
178:    2.20000000    0.19841270    0.50000000    0.42857143    0.50000000
179:    2.20000000    0.19047619    0.80000000    0.42857143    0.80000000
180:    0.93939394    0.22106838    0.33333333    0.38461538    0.36363636
181:    2.44444444    0.44041514    0.77777778    0.73333333    0.77777778
182:    4.45454545    0.33928571    0.90909091    0.75000000    0.90909091
183:    2.40000000    0.63333333    0.90000000    0.85714286    1.00000000
184:    3.08333333    0.51653439    0.83333333    0.77777778    0.83333333
185:    2.75000000    0.33333333    0.75000000    0.80000000    1.00000000
186:    1.44444444    0.16666667    0.66666667    0.50000000    0.66666667
187:    5.70000000    0.34126984    0.70000000    0.85714286    0.70000000
188:    0.66666667    0.22572523    0.41666667    0.43333333    0.41666667
189:    0.92105263    0.16133005    0.52631579    0.41379310    0.52631579
190:    3.12500000    0.20000000    0.50000000    0.40000000    0.50000000
191:    1.33333333    0.65806878    0.83333333    0.77777778    0.83333333
192:    1.45454545    0.16666667    0.63636364    0.50000000    0.63636364
193:    1.91666667    0.08333333    0.25000000    0.25000000    0.25000000
194:    3.53846154    0.56851852    0.84615385    0.90000000    0.84615385
195:    0.90476190    0.14719982    0.42857143    0.31250000    0.42857143
196:    0.40000000    0.14141414    0.46666667    0.33333333    0.46666667
197:    3.72727273    0.35912698    0.72727273    0.62500000    0.72727273
198:    2.40000000    0.24603175    0.80000000    0.42857143    0.80000000
199:    0.71428571    0.65702076    0.80952381    0.86666667    0.85714286
200:    2.61904762    0.34493284    0.76190476    0.53333333    0.76190476
201:    0.56250000    0.74087369    0.87500000    0.85185185    0.87500000
202:    5.00000000    0.49444444    0.66666667    0.83333333    0.77777778
203:    3.08333333    0.26388889    0.75000000    0.66666667    0.75000000
204:    0.82352941    0.27712843    0.61764706    0.59090909    0.64705882
205:    4.72727273    0.35912698    0.72727273    0.50000000    0.72727273
206:    3.90909091    0.40079365    0.81818182    0.62500000    0.81818182
207:    3.25000000    0.20000000    0.75000000    0.60000000    0.75000000
208:    0.66666667    0.41565657    0.60000000    0.50000000    0.60000000
209:    2.75000000    0.13333333    0.62500000    0.40000000    0.62500000
210:    3.30000000    0.24603175    0.80000000    0.42857143    0.80000000
211:    2.00000000    0.26388889    0.58333333    0.66666667    0.75000000
212:    2.21428571    0.61414141    0.92857143    0.90909091    0.92857143
213:    4.36363636    0.29761905    0.81818182    0.75000000    0.81818182
214:    2.08333333    0.22685185    0.66666667    0.55555556    0.66666667
215:    1.33333333    0.80378510    0.88888889    0.86666667    0.88888889
216:    0.44444444    0.49444444    0.88888889    0.83333333    0.88888889
217:    1.08333333    0.91071429    1.00000000    1.00000000    1.00000000
218:    3.40000000    0.58571429    0.60000000    0.71428571    0.60000000
219:    2.75000000    0.20000000    0.50000000    0.60000000    0.62500000
220:    1.72727273    0.40079365    0.81818182    0.75000000    0.90909091
221:    3.11111111    0.23333333    0.77777778    0.50000000    0.88888889
222:    2.50000000    0.24603175    0.60000000    0.57142857    0.60000000
223:    6.57142857    0.25000000    0.85714286    0.75000000    0.85714286
224:    2.92307692    0.45277778    0.92307692    0.80000000    0.92307692
225:    6.76923077    0.42777778    0.69230769    0.70000000    0.84615385
226:    2.92857143    0.61784512    0.85714286    0.81818182    0.85714286
227:    2.44444444    0.23333333    0.44444444    0.50000000    0.66666667
228:    2.10000000    0.14285714    0.60000000    0.28571429    0.70000000
229:    6.50000000    0.81111111    1.00000000    1.00000000    1.00000000
230:    3.10000000    0.51111111    0.80000000    0.85714286    0.80000000
231:    3.76923077    0.46481481    0.76923077    0.70000000    0.84615385
232:    2.60000000    0.19047619    0.70000000    0.57142857    0.70000000
233:    0.60000000    0.54699166    0.50000000    0.54166667    0.53333333
234:    1.83333333    0.43882784    0.83333333    0.80000000    0.83333333
235:    4.20000000    0.09523810    0.40000000    0.28571429    0.40000000
236:    1.00000000    0.18162393    0.56250000    0.38461538    0.56250000
237:    2.33333333    0.14141414    0.33333333    0.33333333    0.33333333
238:    3.50000000    0.64748677    1.00000000    0.88888889    1.00000000
239:    2.78571429    0.48013468    0.71428571    0.81818182    0.71428571
240:    5.66666667    0.41111111    0.88888889    0.83333333    0.88888889
241:    2.23529412    0.27136752    0.47058824    0.50000000    0.52941176
242:    0.75000000    0.16700269    0.45000000    0.46875000    0.47500000
243:    1.47619048    0.17777778    0.57142857    0.46666667    0.61904762
244:    2.84615385    0.46481481    0.61538462    0.60000000    0.61538462
245:    4.33333333    0.16666667    0.55555556    0.50000000    0.55555556
246:    2.00000000    0.46891534    0.91666667    0.88888889    0.91666667
247:    3.70000000    0.14285714    0.60000000    0.42857143    0.70000000
248:    2.54545455    0.16666667    0.63636364    0.37500000    0.63636364
249:    1.28571429    0.48013468    0.78571429    0.72727273    0.85714286
250:    2.80000000    0.14285714    0.50000000    0.28571429    0.50000000
251:    1.76923077    0.17037037    0.46153846    0.40000000    0.46153846
252:    0.55000000    0.39096459    0.80000000    0.73333333    0.80000000
253:    0.96296296    0.23512212    0.48148148    0.42105263    0.48148148
254:    2.41666667    0.51653439    0.75000000    0.77777778    0.83333333
255:    3.18181818    0.29761905    0.81818182    0.62500000    0.81818182
256:    1.00000000    0.20793651    0.60000000    0.47619048    0.60000000
257:    2.72727273    0.25000000    0.81818182    0.75000000    0.81818182
258:    3.54545455    0.12500000    0.36363636    0.37500000    0.36363636
259:    2.09090909    0.63492063    1.00000000    1.00000000    1.00000000
260:    1.53846154    0.34907407    0.61538462    0.70000000    0.61538462
261:    1.03125000    0.18972332    0.56250000    0.47826087    0.56250000
262:    2.50000000    0.39484127    0.58333333    0.66666667    0.58333333
263:    4.18181818    0.29761905    0.81818182    0.75000000    0.81818182
264:    2.30000000    0.09523810    0.30000000    0.28571429    0.30000000
265:    1.15151515    0.40624881    0.48484848    0.55555556    0.63636364
266:    2.08333333    0.35317460    0.58333333    0.66666667    0.58333333
267:    1.60869565    0.73473748    1.00000000    0.92857143    1.00000000
268:    1.54545455    0.30357143    0.72727273    0.62500000    0.72727273
269:    1.50000000    0.14132554    0.40909091    0.36842105    0.40909091
270:    2.10000000    0.51904762    0.90000000    0.85714286    0.90000000
271:    2.26666667    0.22474747    0.53333333    0.58333333    0.53333333
272:    3.54545455    0.30357143    0.72727273    0.62500000    0.81818182
273:    3.33333333    0.26388889    0.75000000    0.66666667    0.75000000
274:    2.75000000    0.28552189    0.70000000    0.54545455    0.75000000
275:    3.37500000    0.10256410    0.25000000    0.23076923    0.25000000
276:    1.93333333    0.68989899    0.86666667    0.83333333    0.86666667
277:    0.28571429    0.75925926    1.00000000    1.00000000    1.00000000
278:    1.50000000    0.22727273    0.50000000    0.50000000    0.55555556
279:    1.57894737    0.38492063    0.68421053    0.68750000    0.73684211
280:    1.88888889    0.53931624    0.72222222    0.73333333    0.72222222
281:    3.20000000    0.46349206    0.90000000    0.71428571    0.90000000
282:    5.22222222    0.38333333    0.55555556    0.50000000    0.55555556
283:    3.00000000    0.27777778    0.88888889    0.83333333    0.88888889
284:    2.81818182    0.29761905    0.81818182    0.62500000    0.81818182
285:    1.70000000    0.41587302    0.80000000    0.57142857    0.80000000
286:    1.34375000    0.18759734    0.40625000    0.33333333    0.43750000
287:    3.62500000    0.35000000    0.87500000    0.60000000    1.00000000
288:    3.36363636    0.49007937    0.90909091    0.87500000    0.90909091
289:    4.07692308    0.49814815    0.76923077    0.80000000    0.84615385
290:    2.16666667    0.52116402    0.83333333    0.77777778    0.83333333
291:    3.33333333    0.28888889    0.77777778    0.50000000    0.77777778
292:    1.39285714    0.23095238    0.46428571    0.50000000    0.53571429
293:    2.20000000    0.08333333    0.26666667    0.25000000    0.33333333
294:    6.90000000    0.29365079    0.80000000    0.71428571    0.80000000
295:    0.56521739    0.63929739    0.86956522    0.83333333    0.86956522
296:    1.05000000    0.41170635    0.75000000    0.68750000    0.80000000
297:    2.31250000    0.26534577    0.62500000    0.46153846    0.62500000
298:    1.50000000    0.14285714    0.40000000    0.42857143    0.40000000
299:    4.57142857    0.35555556    0.71428571    0.66666667    0.71428571
300:    4.00000000    0.40000000    0.88888889    1.00000000    1.00000000
301:    1.33333333    0.56111111    1.00000000    0.83333333    1.00000000
302:    1.07692308    0.53148148    0.92307692    0.80000000    0.92307692
303:    1.85000000    0.21515152    0.70000000    0.54545455    0.75000000
304:    1.14285714    0.40976801    0.76190476    0.80000000    0.80952381
305:    2.16666667    0.22685185    0.66666667    0.33333333    0.66666667
306:    1.30000000    0.32478632    0.50000000    0.50000000    0.50000000
307:    1.80000000    0.14285714    0.40000000    0.42857143    0.60000000
308:    2.45454545    0.25595238    0.72727273    0.62500000    0.72727273
309:    1.14285714    0.51346801    0.78571429    0.81818182    0.78571429
310:    5.73333333    0.52676768    0.73333333    0.83333333    0.80000000
311:    3.00000000    0.40000000    1.00000000    1.00000000    1.00000000
312:    3.30000000    0.34126984    0.80000000    0.85714286    0.80000000
313:    2.00000000    0.40079365    0.54545455    0.75000000    0.72727273
314:    2.44444444    0.28888889    0.88888889    0.50000000    0.88888889
315:    3.53846154    0.38611111    0.69230769    0.70000000    0.76923077
316:    0.91666667    0.16243115    0.41666667    0.37037037    0.47222222
317:    1.64705882    0.51864802    0.70588235    0.69230769    0.70588235
318:    0.30769231    0.65555556    0.76923077    0.80000000    0.76923077
319:    1.65000000    0.24158497    0.45000000    0.47058824    0.50000000
320:    0.80555556    0.28132032    0.55555556    0.51724138    0.55555556
321:    3.44444444    0.56111111    1.00000000    0.83333333    1.00000000
322:    0.86666667    0.11111111    0.53333333    0.25000000    0.53333333
323:    1.73684211    0.38353175    0.78947368    0.81250000    0.78947368
324:    3.00000000    0.52929293    0.80000000    0.75000000    0.80000000
325:    1.57142857    0.35589226    0.64285714    0.54545455    0.64285714
326:    0.89473684    0.14468864    0.42105263    0.35714286    0.42105263
327:    4.66666667    0.28888889    0.77777778    0.50000000    0.77777778
328:    3.66666667    0.18518519    0.66666667    0.44444444    0.75000000
329:    1.55555556    0.39096459    0.72222222    0.66666667    0.77777778
330:    0.74193548    0.35512266    0.77419355    0.72727273    0.77419355
331:    1.00000000    0.55555556    1.00000000    1.00000000    1.00000000
332:    2.00000000    0.44983165    0.71428571    0.72727273    0.78571429
333:    0.81250000    0.31876457    0.56250000    0.61538462    0.68750000
334:    1.70000000    0.68888889    1.00000000    1.00000000    1.00000000
335:    0.87500000    1.00000000    1.00000000    1.00000000    1.00000000
336:    1.66666667    0.34444444    0.88888889    0.83333333    0.88888889
337:    0.28125000    0.64860562    0.87500000    0.79166667    0.87500000
338:    4.45454545    0.25595238    0.63636364    0.50000000    0.72727273
339:    1.66666667    0.12962963    0.28571429    0.27777778    0.38095238
340:    0.70588235    0.49908425    0.82352941    0.78571429    0.82352941
341:    1.41176471    0.70695971    0.82352941    0.92857143    0.88235294
342:    3.09090909    0.38690476    0.90909091    0.87500000    0.90909091
343:    2.80000000    0.24603175    0.70000000    0.57142857    0.70000000
344:    4.87500000    0.20000000    0.75000000    0.60000000    0.75000000
345:    2.66666667    0.28888889    0.77777778    0.66666667    0.77777778
346:    1.88888889    0.23333333    0.44444444    0.50000000    0.44444444
347:    1.11111111    0.32479074    0.59259259    0.52631579    0.62962963
348:    1.28571429    0.05797101    0.28571429    0.17391304    0.28571429
349:    1.92307692    0.17037037    0.46153846    0.40000000    0.46153846
350:    4.08333333    0.39021164    0.83333333    0.77777778    0.91666667
351:    1.50000000    0.27910053    0.58333333    0.33333333    0.58333333
352:    3.90000000    0.14285714    0.50000000    0.28571429    0.50000000
353:    3.50000000    0.57685185    0.85714286    0.80000000    0.85714286
354:    2.33333333    0.26388889    0.75000000    0.66666667    0.75000000
355:    2.27272727    0.21428571    0.63636364    0.37500000    0.63636364
356:    2.57142857    0.31582492    0.71428571    0.54545455    0.78571429
357:    3.63636364    0.29761905    0.72727273    0.75000000    0.81818182
358:    1.50000000    0.51346801    0.85714286    0.72727273    0.92857143
359:    1.82352941    0.68142968    0.94117647    0.92307692    0.94117647
360:    3.25000000    0.35317460    0.75000000    0.66666667    0.75000000
361:    1.23076923    0.76759259    0.92307692    0.90000000    1.00000000
362:    2.37500000    0.20000000    0.75000000    0.40000000    0.75000000
363:    4.75000000    0.20000000    0.75000000    0.60000000    0.75000000
364:    3.18181818    0.29761905    0.81818182    0.62500000    0.81818182
365:    1.66666667    0.22222222    0.66666667    0.66666667    0.77777778
366:    1.50000000    0.27484737    0.61111111    0.46666667    0.61111111
367:    7.37500000    0.13333333    0.62500000    0.40000000    0.62500000
368:    0.79591837    0.22541952    0.59183673    0.39393939    0.59183673
369:    2.42857143    0.20370370    0.42857143    0.30000000    0.42857143
370:    1.27272727    0.21428571    0.63636364    0.37500000    0.63636364
371:    1.23809524    0.22380952    0.61904762    0.53333333    0.61904762
372:    1.81818182    0.30357143    0.72727273    0.62500000    0.81818182
373:    3.40000000    0.34126984    0.60000000    0.71428571    0.70000000
374:    1.26666667    0.39444444    0.66666667    0.60000000    0.66666667
375:    1.25000000    0.34259259    0.75000000    0.77777778    0.83333333
376:    2.11111111    0.37218337    0.61111111    0.69230769    0.66666667
377:    2.23529412    0.14468864    0.47058824    0.35714286    0.52941176
378:    0.93333333    0.55050505    0.86666667    0.81818182    0.86666667
379:    1.94444444    0.46080586    0.83333333    0.73333333    0.83333333
380:    0.36363636    0.55158730    0.81818182    0.75000000    0.81818182
381:    2.77777778    0.28888889    0.88888889    0.66666667    0.88888889
382:    2.56250000    0.62801088    0.81250000    0.84615385    0.81250000
383:    2.90000000    0.24603175    0.60000000    0.42857143    0.70000000
384:    2.12500000    0.68989899    0.75000000    0.83333333    0.81250000
385:    2.70000000    0.14285714    0.50000000    0.42857143    0.50000000
386:    1.00000000    0.16666667    0.53333333    0.50000000    0.53333333
387:    2.11111111    0.64444444    0.88888889    0.83333333    0.88888889
388:    0.72727273    1.00000000    1.00000000    1.00000000    1.00000000
389:    1.57142857    0.64444444    1.00000000    1.00000000    1.00000000
390:    2.36363636    0.30357143    0.72727273    0.62500000    0.72727273
391:    1.85000000    0.12424242    0.30000000    0.27272727    0.35000000
392:    3.66666667    0.43187831    0.83333333    0.77777778    0.91666667
393:    4.25000000    0.13333333    0.62500000    0.40000000    0.62500000
394:    2.35714286    0.24848485    0.64285714    0.54545455    0.64285714
395:    3.45454545    0.25595238    0.72727273    0.50000000    0.72727273
396:    1.06666667    0.50707071    0.73333333    0.66666667    0.73333333
397:    3.54545455    0.47619048    1.00000000    1.00000000    1.00000000
398:    2.37500000    0.37004662    0.75000000    0.76923077    0.75000000
399:    3.62500000    0.20000000    0.75000000    0.40000000    0.75000000
400:    0.62162162    0.42694892    0.48648649    0.56250000    0.56756757
401:    1.47619048    0.18888889    0.57142857    0.50000000    0.57142857
402:    4.07692308    0.46481481    0.84615385    0.70000000    0.84615385
403:    1.23076923    0.76759259    0.92307692    0.90000000    0.92307692
404:    3.00000000    0.44841270    0.72727273    0.62500000    0.72727273
405:    4.44444444    0.16666667    0.55555556    0.50000000    0.77777778
406:    1.83333333    0.72619048    1.00000000    1.00000000    1.00000000
407:    3.00000000    0.55820106    0.83333333    0.88888889    0.83333333
408:    4.72727273    0.44841270    0.81818182    0.75000000    0.90909091
409:    3.33333333    0.70647131    0.77777778    0.86666667    0.77777778
410:    3.70000000    0.19841270    0.60000000    0.42857143    0.70000000
411:    2.30000000    0.24603175    0.60000000    0.42857143    0.60000000
412:    2.15384615    0.38240741    0.69230769    0.70000000    0.76923077
413:    1.45454545    0.89682540    1.00000000    1.00000000    1.00000000
414:    0.61538462    0.38611111    0.76923077    0.70000000    0.76923077
415:    1.57142857    0.35912698    0.64285714    0.62500000    0.64285714
416:    2.10000000    0.14285714    0.60000000    0.28571429    0.70000000
417:    2.84615385    0.38611111    0.76923077    0.70000000    0.76923077
418:    2.00000000    0.40079365    0.72727273    0.75000000    0.72727273
419:    1.06666667    0.90303030    0.86666667    1.00000000    0.86666667
420:    2.90909091    0.20833333    0.63636364    0.62500000    0.81818182
421:    3.00000000    0.14583333    0.47368421    0.43750000    0.47368421
