"pred"		"min"		"max"
89.357		88.8004		89.9136
51.4494		50.8928		52.0059
81.9614		81.4049		82.518
89.7055		89.149		90.2621
86.0288		85.4723		86.5854
92.7568		92.2002		93.3133
83.3195		82.7629		83.876
87.6634		87.1068		88.2199
92.2491		91.6926		92.8057
55.4949		54.9383		56.0514
90.795		90.2385		91.3516
86.1103		85.5537		86.6669
86.5986		86.042		87.1551
92.7112		92.1546		93.2678
86.5564		85.9999		87.113
86.7076		86.151		87.2642
93.7731		93.2166		94.3297
96.2646		95.708		96.8212
89.4441		88.8875		90.0006
96.4655		95.9089		97.0221
96.2129		95.6564		96.7695
93.3813		92.8248		93.9379
64.5277		63.9712		65.0843
93.3572		92.8006		93.9137
70.1657		69.6091		70.7223
94.5765		94.02		95.1331
92.985		92.4285		93.5416
91.29		90.7335		91.8466
73.2534		72.6968		73.8099
83.4385		82.8819		83.9951
76.9818		76.4252		77.5383
88.688		88.1315		89.2446
92.8479		92.2913		93.4045
98.2574		97.7009		98.814
74.4799		73.9233		75.0365
90.0113		89.4547		90.5679
85.5782		85.0216		86.1347
88.846		88.2895		89.4026
95.146		94.5895		95.7026
89.2445		88.6879		89.8011
86.8852		86.3286		87.4418
68.5003		67.9437		69.0569
93.5667		93.0102		94.1233
97.6315		97.0749		98.188
89.4721		88.9156		90.0287
92.3263		91.7697		92.8829
90.5484		89.9919		91.105
92.2807		91.7241		92.8373
81.4803		80.9237		82.0369
93.6818		93.1252		94.2383
91.7752		91.2186		92.3317
93.6046		93.048		94.1611
76.9073		76.3507		77.4638
91.9444		91.3879		92.501
90.7673		90.2107		91.3238
94.0302		93.4736		94.5868
86.4304		85.8738		86.9869
79.8522		79.2957		80.4088
89.6137		89.0571		90.1703
94.6488		94.0923		95.2054
62.0584		61.5019		62.615
91.4202		90.8637		91.9768
81.1065		80.5499		81.6631
95.1969		94.6403		95.7535
87.5463		86.9897		88.1028
93.5742		93.0176		94.1308
92.298		91.7415		92.8546
85.528		84.9714		86.0845
91.1111		90.5545		91.6677
83.2147		82.6581		83.7712
69.3944		68.8378		69.951
67.2374		66.6809		67.794
88.2848		87.7282		88.8413
91.1983		90.6417		91.7548
85.4215		84.865		85.9781
92.2355		91.679		92.7921
87.9412		87.3846		88.4978
88.1129		87.5564		88.6695
86.0125		85.4559		86.569
81.7962		81.2396		82.3527
94.0326		93.476		94.5891
81.3297		80.7732		81.8863
79.6928		79.1362		80.2493
90.2491		89.6925		90.8057
74.691		74.1344		75.2476
89.5656		89.0091		90.1222
90.4429		89.8863		90.9995
96.1908		95.6342		96.7473
58.8511		58.2945		59.4076
80.8346		80.278		81.3911
87.3349		86.7783		87.8915
82.9767		82.4202		83.5333
82.2669		81.7104		82.8235
19.6698		19.1132		20.2263
93.3633		92.8067		93.9199
89.3317		88.7751		89.8882
90.2295		89.6729		90.786
44.456		43.8994		45.0126
83.8891		83.3326		84.4457
93.0642		92.5076		93.6208
92.1175		91.5609		92.674
93.7271		93.1705		94.2837
84.1071		83.5505		84.6637
79.0331		78.4765		79.5896
82.9069		82.3504		83.4635
91.9689		91.4123		92.5255
87.1532		86.5966		87.7098
88.6131		88.0565		89.1696
87.5658		87.0092		88.1224
82.8335		82.2769		83.3901
96.4193		95.8627		96.9759
88.7101		88.1535		89.2667
94.5238		93.9672		95.0803
94.5524		93.9959		95.109
81.9999		81.4433		82.5564
76.846		76.2894		77.4026
83.8297		83.2731		84.3862
86.4123		85.8558		86.9689
64.1328		63.5763		64.6894
93.2659		92.7094		93.8225
87.7554		87.1989		88.312
96.9389		96.3823		97.4954
75.5461		74.9895		76.1027
93.2581		92.7015		93.8147
94.8453		94.2888		95.4019
85.2033		84.6467		85.7599
85.6804		85.1238		86.2369
89.9191		89.3625		90.4757
80.3093		79.7527		80.8659
96.5908		96.0343		97.1474
35.8013		35.2448		36.3579
61.2803		60.7237		61.8369
73.4297		72.8732		73.9863
82.425		81.8684		82.9816
76.0793		75.5227		76.6359
93.9958		93.4392		94.5524
94.8078		94.2512		95.3644
131.3294		130.7728		131.886
88.5758		88.0192		89.1323
89.7893		89.2327		90.3459
91.1052		90.5486		91.6617
82.9796		82.423		83.5362
95.2362		94.6797		95.7928
90.1479		89.5913		90.7044
44.0987		43.5421		44.6553
92.6564		92.0998		93.213
94.1552		93.5986		94.7117
85.0631		84.5065		85.6197
93.4376		92.8811		93.9942
76.3011		75.7446		76.8577
89.879		89.3225		90.4356
94.3691		93.8125		94.9256
75.0588		74.5023		75.6154
66.7068		66.1502		67.2634
85.396		84.8394		85.9526
63.5996		63.043		64.1561
79.5305		78.9739		80.087
95.221		94.6644		95.7775
90.4496		89.893		91.0062
84.7148		84.1583		85.2714
95.3698		94.8132		95.9263
80.2753		79.7187		80.8319
95.2183		94.6617		95.7749
95.6524		95.0959		96.209
93.0093		92.4528		93.5659
89.3969		88.8403		89.9534
92.7369		92.1803		93.2935
93.385		92.8284		93.9415
85.8466		85.29		86.4031
89.4342		88.8776		89.9908
96.0537		95.4971		96.6103
95.5514		94.9948		96.108
82.0349		81.4783		82.5915
33.8422		33.2856		34.3987
95.3643		94.8077		95.9208
78.6813		78.1247		79.2379
85.181		84.6244		85.7375
37.7095		37.1529		38.266
86.2951		85.7385		86.8516
92.9374		92.3808		93.4939
70.4461		69.8895		71.0027
93.4268		92.8703		93.9834
81.99		81.4334		82.5466
95.2938		94.7372		95.8504
91.3887		90.8321		91.9453
85.3557		84.7992		85.9123
94.6183		94.0617		95.1749
84.75		84.1934		85.3066
79.081		78.5244		79.6376
91.3161		90.7595		91.8727
90.6444		90.0879		91.201
88.9228		88.3662		89.4794
93.3992		92.8426		93.9557
84.3204		83.7639		84.877
58.6813		58.1247		59.2378
90.911		90.3545		91.4676
82.7416		82.185		83.2982
93.3939		92.8373		93.9504
74.195		73.6385		74.7516
93.8743		93.3178		94.4309
93.645		93.0885		94.2016
30.0888		29.5323		30.6454
71.7638		71.2072		72.3203
90.5685		90.012		91.1251
88.8286		88.2721		89.3852
28.57		28.0134		29.1266
67.1911		66.6346		67.7477
95.5246		94.9681		96.0812
89.7746		89.2181		90.3312
94.3553		93.7987		94.9118
93.239		92.6824		93.7956
88.1162		87.5596		88.6727
94.7373		94.1807		95.2939
76.9032		76.3466		77.4598
93.3534		92.7969		93.91
67.6186		67.062		68.1752
96.8175		96.261		97.3741
84.4024		83.8459		84.959
75.2124		74.6559		75.769
87.9367		87.3802		88.4933
81.3753		80.8188		81.9319
56.0468		55.4902		56.6034
91.7685		91.2119		92.3251
95.4745		94.9179		96.031
89.1469		88.5903		89.7034
71.853		71.2964		72.4095
88.7808		88.2243		89.3374
95.2217		94.6652		95.7783
76.5228		75.9663		77.0794
90.121		89.5645		90.6776
92.1841		91.6275		92.7407
90.7563		90.1997		91.3128
74.1668		73.6103		74.7234
93.5658		93.0093		94.1224
84.5413		83.9847		85.0978
95.7917		95.2351		96.3483
94.3018		93.7453		94.8584
96.3077		95.7511		96.8643
70.1996		69.6431		70.7562
94.042		93.4854		94.5985
86.8449		86.2883		87.4015
89.5133		88.9567		90.0699
90.8437		90.2871		91.4003
78.0452		77.4887		78.6018
94.2776		93.7211		94.8342
92.9063		92.3497		93.4628
85.8712		85.3146		86.4278
90.9786		90.422		91.5352
88.9861		88.4295		89.5427
95.0837		94.5271		95.6402
97.1917		96.6351		97.7483
81.9918		81.4353		82.5484
92.8735		92.3169		93.4301
27.1946		26.638		27.7512
92.8089		92.2523		93.3655
86.515		85.9584		87.0715
91.6889		91.1323		92.2455
92.9669		92.4103		93.5234
92.4314		91.8748		92.988
87.7779		87.2213		88.3345
93.823		93.2665		94.3796
82.9914		82.4348		83.548
85.8582		85.3016		86.4148
56.5823		56.0257		57.1389
81.3305		80.7739		81.887
92.4507		91.8941		93.0072
87.9336		87.377		88.4901
87.5158		86.9592		88.0724
95.228		94.6715		95.7846
92.2487		91.6921		92.8053
81.049		80.4924		81.6055
97.17		96.6134		97.7265
90.8978		90.3412		91.4543
81.9164		81.3599		82.473
93.7216		93.165		94.2782
91.8894		91.3328		92.446
45.0434		44.4868		45.6
94.8461		94.2895		95.4026
86.4179		85.8613		86.9744
-39.808		-40.3646		-39.2514
72.6218		72.0652		73.1783
85.1982		84.6417		85.7548
92.0737		91.5171		92.6302
93.4833		92.9267		94.0399
93.133		92.5764		93.6895
19.3534		18.7968		19.91
64.7751		64.2185		65.3316
89.6193		89.0628		90.1759
92.7282		92.1717		93.2848
88.0568		87.5002		88.6134
94.0447		93.4881		94.6012
92.8228		92.2662		93.3793
84.3438		83.7872		84.9004
97.1088		96.5523		97.6654
91.3519		90.7953		91.9085
81.3352		80.7786		81.8918
82.7506		82.194		83.3072
93.1002		92.5436		93.6567
76.2579		75.7013		76.8145
29.1131		28.5565		29.6697
84.6603		84.1038		85.2169
97.4883		96.9317		98.0448
11.0877		10.5312		11.6443
95.854		95.2974		96.4105
90.9435		90.387		91.5001
64.5652		64.0086		65.1218
93.8616		93.305		94.4182
84.8207		84.2641		85.3773
92.7615		92.2049		93.318
20.4725		19.916		21.0291
92.205		91.6484		92.7615
83.4361		82.8795		83.9927
94.6452		94.0887		95.2018
90.5283		89.9718		91.0849
14.3643		13.8077		14.9208
91.2817		90.7251		91.8383
53.201		52.6444		53.7576
86.5513		85.9947		87.1078
96.4815		95.9249		97.038
86.6728		86.1162		87.2294
92.2365		91.68		92.7931
86.4834		85.9269		87.04
87.3197		86.7631		87.8763
92.1322		91.5756		92.6888
90.1912		89.6346		90.7478
93.0768		92.5203		93.6334
80.4491		79.8926		81.0057
25.6634		25.1068		26.2199
89.9184		89.3618		90.475
90.5613		90.0048		91.1179
93.547		92.9904		94.1036
79.3645		78.808		79.9211
91.0975		90.5409		91.6541
3.3462		2.7896		3.9028
75.0084		74.4518		75.565
91.8268		91.2702		92.3834
91.8631		91.3065		92.4197
94.5188		93.9622		95.0754
93.272		92.7155		93.8286
91.7114		91.1548		92.2679
81.1895		80.6329		81.7461
69.8897		69.3331		70.4462
95.1323		94.5757		95.6889
90.4845		89.928		91.0411
97.1031		96.5465		97.6596
85.8184		85.2618		86.375
94.2299		93.6734		94.7865
77.9241		77.3675		78.4807
78.3616		77.805		78.9181
90.4225		89.8659		90.979
86.8551		86.2986		87.4117
38.1561		37.5995		38.7127
92.9191		92.3625		93.4756
94.1099		93.5534		94.6665
81.5503		80.9937		82.1069
93.4383		92.8817		93.9949
91.9772		91.4206		92.5337
94.1191		93.5625		94.6756
96.6128		96.0562		97.1693
-21.5615		-22.1181		-21.0049
85.4291		84.8725		85.9857
77.8406		77.284		78.3972
81.9612		81.4047		82.5178
93.8543		93.2978		94.4109
33.7755		33.219		34.3321
77.5603		77.0037		78.1168
87.4354		86.8789		87.992
68.0892		67.5326		68.6458
94.3812		93.8247		94.9378
82.1583		81.6018		82.7149
76.7815		76.2249		77.338
59.4626		58.906		60.0191
55.747		55.1905		56.3036
93.2486		92.692		93.8052
88.9052		88.3486		89.4618
87.5458		86.9892		88.1024
94.0528		93.4963		94.6094
92.1381		91.5815		92.6947
81.0998		80.5432		81.6564
97.5026		96.946		98.0591
90.7924		90.2358		91.349
89.7751		89.2185		90.3316
71.401		70.8444		71.9576
97.1218		96.5653		97.6784
28.376		27.8195		28.9326
90.2522		89.6956		90.8088
94.6152		94.0587		95.1718
85.4104		84.8538		85.9669
95.4572		94.9006		96.0137
75.3294		74.7728		75.886
85.1626		84.6061		85.7192
88.4527		87.8961		89.0092
87.806		87.2494		88.3625
88.6574		88.1008		89.214
68.289		67.7325		68.8456
94.2891		93.7326		94.8457
82.2286		81.6721		82.7852
0.9971		0.4405		1.5536
94.7242		94.1676		95.2808
96.0755		95.5189		96.6321
91.9597		91.4031		92.5163
61.1756		60.619		61.7322
85.4044		84.8478		85.961
86.8982		86.3416		87.4548
91.0381		90.4815		91.5947
94.2491		93.6925		94.8057
94.9364		94.3798		95.493
85.6522		85.0957		86.2088
81.9523		81.3957		82.5089
78.3313		77.7747		78.8878
93.1273		92.5707		93.6839
73.2132		72.6566		73.7698
93.7906		93.234		94.3472
90.8265		90.2699		91.3831
90.5792		90.0226		91.1357
41.1578		40.6013		41.7144
90.3025		89.7459		90.859
98.6039		98.0473		99.1604
66.0871		65.5305		66.6436
93.5319		92.9753		94.0884
92.665		92.1085		93.2216
44.027		43.4704		44.5835
92.3643		91.8077		92.9209
79.8748		79.3182		80.4314
88.4129		87.8563		88.9694
50.3453		49.7887		50.9019
95.3737		94.8172		95.9303
88.2316		87.675		88.7882
93.6949		93.1383		94.2515
94.6426		94.086		95.1992
90.1838		89.6272		90.7404
90.1654		89.6088		90.722
86.3535		85.7969		86.9101
85.7207		85.1641		86.2772
91.2802		90.7237		91.8368
89.532		88.9755		90.0886
95.0569		94.5003		95.6134
64.7143		64.1578		65.2709
90.506		89.9494		91.0626
81.9544		81.3978		82.511
89.4465		88.8899		90.003
75.8324		75.2758		76.389
47.7422		47.1856		48.2988
92.082		91.5255		92.6386
34.2316		33.675		34.7881
73.4902		72.9336		74.0467
90.4054		89.8488		90.962
53.4067		52.8502		53.9633
89.0868		88.5302		89.6434
87.601		87.0445		88.1576
71.0635		70.5069		71.6201
82.7494		82.1928		83.3059
85.7044		85.1478		86.261
88.5544		87.9978		89.111
88.8548		88.2982		89.4114
96.1203		95.5637		96.6768
79.3609		78.8043		79.9175
95.0046		94.4481		95.5612
75.2943		74.7377		75.8509
89.6175		89.0609		90.174
86.85		86.2934		87.4066
85.3107		84.7542		85.8673
95.4884		94.9319		96.045
93.1344		92.5778		93.691
80.6026		80.046		81.1592
94.0342		93.4777		94.5908
93.1436		92.5871		93.7002
90.7941		90.2375		91.3507
13.3521		12.7955		13.9087
93.2597		92.7031		93.8162
92.023		91.4665		92.5796
89.6616		89.1051		90.2182
88.4814		87.9249		89.038
97.2431		96.6866		97.7997
64.5385		63.982		65.0951
92.7768		92.2202		93.3333
91.0037		90.4471		91.5602
85.7879		85.2313		86.3444
96.7604		96.2038		97.3169
87.8457		87.2891		88.4022
86.9008		86.3442		87.4573
84.0594		83.5028		84.6159
97.6546		97.0981		98.2112
83.2148		82.6583		83.7714
84.7019		84.1454		85.2585
88.1252		87.5687		88.6818
63.3405		62.7839		63.8971
96.6896		96.133		97.2461
92.8996		92.3431		93.4562
67.8893		67.3328		68.4459
88.2817		87.7251		88.8383
93.0613		92.5047		93.6179
89.4291		88.8725		89.9856
88.9395		88.3829		89.4961
92.2879		91.7313		92.8445
87.593		87.0364		88.1495
87.6047		87.0482		88.1613
92.4074		91.8508		92.964
84.1737		83.6172		84.7303
81.6051		81.0486		82.1617
86.9252		86.3686		87.4817
69.4997		68.9431		70.0562
86.1824		85.6258		86.7389
95.4866		94.9301		96.0432
94.4275		93.871		94.9841
92.024		91.4674		92.5806
67.6908		67.1343		68.2474
94.8607		94.3041		95.4172
94.8916		94.335		95.4481
72.5263		71.9697		73.0829
83.9814		83.4248		84.538
89.384		88.8274		89.9405
86.2026		85.646		86.7591
96.3128		95.7562		96.8693
78.0422		77.4856		78.5987
95.0823		94.5257		95.6389
79.2757		78.7191		79.8322
87.6191		87.0625		88.1756
50.3801		49.8236		50.9367
88.8807		88.3241		89.4373
89.7029		89.1463		90.2594
91.7404		91.1838		92.297
85.5555		84.9989		86.112
84.2315		83.6749		84.788
88.7773		88.2207		89.3339
77.3073		76.7507		77.8638
36.7419		36.1853		37.2985
94.5317		93.9751		95.0883
84.7068		84.1503		85.2634
75.2325		74.676		75.7891
77.5748		77.0182		78.1314
92.9871		92.4305		93.5436
94.3447		93.7881		94.9013
84.8204		84.2638		85.3769
93.7281		93.1715		94.2846
73.0219		72.4653		73.5785
89.5116		88.9551		90.0682
65.18		64.6234		65.7366
62.9577		62.4011		63.5143
94.4855		93.9289		95.0421
85.9759		85.4193		86.5325
92.2785		91.7219		92.835
90.2907		89.7341		90.8472
78.9503		78.3937		79.5069
84.3725		83.8159		84.929
70.5672		70.0106		71.1238
61.6639		61.1073		62.2204
96.3647		95.8081		96.9213
93.5465		92.9899		94.1031
83.1948		82.6382		83.7514
95.3909		94.8343		95.9475
83.8195		83.2629		84.3761
90.6124		90.0559		91.169
80.8569		80.3003		81.4135
87.1779		86.6214		87.7345
88.602		88.0454		89.1585
96.7304		96.1738		97.2869
93.5058		92.9493		94.0624
94.3349		93.7783		94.8914
94.8968		94.3402		95.4533
73.2511		72.6945		73.8077
92.3502		91.7937		92.9068
90.3748		89.8182		90.9313
80.3153		79.7587		80.8719
88.9532		88.3967		89.5098
94.1014		93.5448		94.658
86.858		86.3014		87.4146
93.9072		93.3506		94.4637
93.2335		92.677		93.7901
88.5298		87.9732		89.0863
91.0985		90.542		91.6551
94.3956		93.839		94.9521
90.6041		90.0476		91.1607
69.2277		68.6711		69.7843
76.4184		75.8618		76.9749
64.4965		63.9399		65.053
78.5632		78.0066		79.1197
60.2013		59.6447		60.7579
94.0373		93.4807		94.5938
91.4382		90.8817		91.9948
56.7031		56.1465		57.2596
94.928		94.3715		95.4846
94.3211		93.7646		94.8777
92.5424		91.9858		93.099
92.5365		91.9799		93.0931
93.3012		92.7446		93.8578
87.4133		86.8567		87.9698
89.7552		89.1986		90.3117
93.0077		92.4511		93.5643
91.7516		91.195		92.3081
91.1989		90.6423		91.7554
94.2777		93.7211		94.8342
80.8732		80.3166		81.4298
81.1366		80.5801		81.6932
90.5776		90.0211		91.1342
82.9575		82.4009		83.514
79.7586		79.2021		80.3152
67.9886		67.432		68.5451
72.5612		72.0046		73.1177
95.6442		95.0877		96.2008
95.0102		94.4536		95.5668
-5.4104		-5.967		-4.8538
89.8162		89.2596		90.3728
90.0738		89.5173		90.6304
72.7435		72.187		73.3001
57.8521		57.2956		58.4087
67.879		67.3224		68.4356
90.0639		89.5073		90.6205
95.2351		94.6785		95.7917
82.7287		82.1721		83.2852
87.2216		86.665		87.7782
84.7801		84.2235		85.3367
84.3764		83.8198		84.933
79.7416		79.185		80.2981
90.2353		89.6788		90.7919
80.9068		80.3503		81.4634
88.9101		88.3535		89.4667
89.2879		88.7313		89.8444
87.6538		87.0972		88.2104
69.9408		69.3842		70.4974
90.8489		90.2924		91.4055
89.0527		88.4962		89.6093
94.234		93.6775		94.7906
81.2291		80.6726		81.7857
89.6471		89.0905		90.2037
84.2098		83.6533		84.7664
90.4799		89.9233		91.0365
80.2504		79.6938		80.807
94.2059		93.6493		94.7625
85.0976		84.5411		85.6542
73.4619		72.9053		74.0185
90.1124		89.5558		90.669
36.5328		35.9763		37.0894
84.7586		84.2021		85.3152
93.7449		93.1883		94.3015
85.3225		84.7659		85.8791
92.3018		91.7452		92.8584
89.4777		88.9212		90.0343
77.179		76.6225		77.7356
93.7328		93.1762		94.2894
91.3392		90.7826		91.8958
94.3933		93.8367		94.9499
98.842		98.2854		99.3985
90.8824		90.3258		91.4389
69.3317		68.7752		69.8883
91.9327		91.3761		92.4892
82.4638		81.9072		83.0204
93.538		92.9814		94.0946
91.0297		90.4731		91.5862
85.6434		85.0868		86.1999
92.536		91.9795		93.0926
90.61		90.0534		91.1666
91.269		90.7125		91.8256
86.2018		85.6452		86.7584
93.8844		93.3278		94.4409
89.6858		89.1293		90.2424
82.6072		82.0507		83.1638
-42.84		-43.3966		-42.2834
73.3952		72.8387		73.9518
92.546		91.9895		93.1026
86.584		86.0274		87.1406
72.3771		71.8205		72.9336
89.8798		89.3232		90.4363
89.6449		89.0883		90.2015
92.7226		92.166		93.2792
93.3986		92.842		93.9552
90.3941		89.8375		90.9506
95.4983		94.9418		96.0549
84.4862		83.9296		85.0428
86.5088		85.9522		87.0654
93.5855		93.0289		94.1421
87.3646		86.808		87.9211
26.013		25.4564		26.5696
78.9764		78.4198		79.5329
89.3503		88.7937		89.9068
95.3087		94.7521		95.8653
94.962		94.4054		95.5186
92.5678		92.0113		93.1244
91.9863		91.4298		92.5429
80.1174		79.5608		80.6739
79.1644		78.6078		79.7209
92.6051		92.0486		93.1617
76.7419		76.1853		77.2984
71.3615		70.8049		71.9181
63.5788		63.0223		64.1354
77.5098		76.9532		78.0664
93.7976		93.241		94.3542
79.8421		79.2855		80.3986
87.6788		87.1222		88.2353
91.7036		91.1471		92.2602
86.054		85.4974		86.6106
90.4543		89.8977		91.0109
93.9724		93.4158		94.529
85.519		84.9624		86.0756
92.5323		91.9757		93.0889
88.843		88.2865		89.3996
89.2394		88.6828		89.796
43.3623		42.8057		43.9189
91.7457		91.1892		92.3023
93.536		92.9794		94.0926
61.8316		61.275		62.3882
91.3838		90.8273		91.9404
79.3972		78.8406		79.9538
87.78		87.2235		88.3366
92.1091		91.5525		92.6656
92.8432		92.2867		93.3998
81.8169		81.2604		82.3735
89.5428		88.9862		90.0994
96.6554		96.0988		97.212
87.2346		86.678		87.7912
92.9293		92.3728		93.4859
90.6586		90.102		91.2151
86.8752		86.3187		87.4318
93.5447		92.9882		94.1013
88.6462		88.0896		89.2027
78.4116		77.855		78.9682
92.3097		91.7532		92.8663
72.3522		71.7957		72.9088
96.5348		95.9782		97.0914
93.4764		92.9198		94.0329
70.4892		69.9326		71.0458
76.0061		75.4495		76.5626
78.343		77.7864		78.8995
89.9258		89.3692		90.4824
91.3455		90.7889		91.902
92.8634		92.3068		93.4199
90.1845		89.628		90.7411
85.6469		85.0903		86.2035
91.724		91.1674		92.2805
85.87		85.3134		86.4266
91.0213		90.4647		91.5779
85.0095		84.4529		85.5661
92.7654		92.2089		93.322
91.0564		90.4999		91.613
87.0857		86.5291		87.6423
76.1476		75.591		76.7041
90.2534		89.6969		90.81
88.8458		88.2892		89.4023
91.8841		91.3275		92.4407
90.3953		89.8387		90.9518
90.0577		89.5012		90.6143
88.5722		88.0156		89.1287
28.6858		28.1293		29.2424
