"pred"		"min"		"max"
93.0776		92.475		93.6802
88.3581		87.7555		88.9607
84.0561		83.4535		84.6587
70.3629		69.7603		70.9655
94.8843		94.2818		95.4869
96.706		96.1034		97.3085
87.5389		86.9363		88.1414
92.617		92.0144		93.2196
91.4605		90.858		92.0631
92.0747		91.4721		92.6772
76.9698		76.3672		77.5724
92.8728		92.2702		93.4754
92.0599		91.4573		92.6625
97.5881		96.9855		98.1907
80.9029		80.3003		81.5054
92.0198		91.4172		92.6223
87.0616		86.4591		87.6642
93.9528		93.3502		94.5554
88.3407		87.7381		88.9433
80.7652		80.1627		81.3678
88.9469		88.3443		89.5495
89.2074		88.6048		89.81
54.0752		53.4726		54.6778
91.3927		90.7901		91.9953
81.638		81.0354		82.2406
97.0133		96.4107		97.6159
90.2259		89.6233		90.8285
94.0991		93.4966		94.7017
95.3963		94.7937		95.9989
81.4678		80.8652		82.0704
91.0221		90.4195		91.6247
83.4309		82.8284		84.0335
80.594		79.9914		81.1965
70.4036		69.8011		71.0062
89.2802		88.6776		89.8828
93.4792		92.8766		94.0817
88.4661		87.8635		89.0687
93.2187		92.6161		93.8212
84.5948		83.9922		85.1974
91.1252		90.5226		91.7278
87.1142		86.5116		87.7168
84.5507		83.9481		85.1533
90.1527		89.5501		90.7553
78.3385		77.7359		78.9411
79.412		78.8094		80.0145
92.8508		92.2482		93.4534
64.3086		63.706		64.9111
88.2687		87.6662		88.8713
90.23		89.6274		90.8326
95.8588		95.2562		96.4614
62.8969		62.2943		63.4995
79.1013		78.4987		79.7039
87.2933		86.6908		87.8959
83.6357		83.0331		84.2383
82.0591		81.4565		82.6617
0		-0.6026		0.6026
92.081		91.4784		92.6836
83.8484		83.2458		84.451
88.748		88.1454		89.3506
80.987		80.3844		81.5896
85.7783		85.1757		86.3808
93.7686		93.166		94.3712
94.0378		93.4352		94.6403
93.9253		93.3227		94.5279
85.6878		85.0852		86.2904
83.5529		82.9503		84.1555
87.9008		87.2982		88.5034
95.473		94.8704		96.0756
85.405		84.8024		86.0076
88.4105		87.8079		89.013
89.2612		88.6587		89.8638
81.8592		81.2566		82.4618
97.8074		97.2048		98.41
89.4678		88.8652		90.0703
95.1243		94.5217		95.7269
96.773		96.1704		97.3756
82.0721		81.4695		82.6747
58.3332		57.7306		58.9358
87.2524		86.6498		87.855
89.4921		88.8895		90.0947
62.919		62.3164		63.5216
95.2454		94.6428		95.848
90.8513		90.2487		91.4538
89.6227		89.0201		90.2252
72.4124		71.8098		73.015
94.7021		94.0996		95.3047
92.4476		91.8451		93.0502
86.3415		85.7389		86.9441
82.3816		81.779		82.9842
89.8053		89.2027		90.4079
81.9523		81.3497		82.5549
95.9017		95.2991		96.5043
0		-0.6026		0.6026
55.7861		55.1835		56.3887
75.9691		75.3665		76.5717
85.9112		85.3086		86.5138
60.494		59.8914		61.0966
93.6921		93.0895		94.2946
94.6853		94.0827		95.2879
91.0453		90.4428		91.6479
89.6407		89.0381		90.2433
87.9609		87.3583		88.5635
92.79		92.1874		93.3926
76.2146		75.612		76.8172
94.3451		93.7425		94.9477
91.215		90.6124		91.8176
64.3012		63.6986		64.9038
94.291		93.6884		94.8936
90.9712		90.3686		91.5738
78.4578		77.8552		79.0604
95.5267		94.9241		96.1293
79.7384		79.1358		80.341
84.022		83.4194		84.6246
88.8706		88.2681		89.4732
78.6686		78.066		79.2712
75.3622		74.7596		75.9648
82.1899		81.5873		82.7925
51.035		50.4324		51.6376
75.5184		74.9158		76.121
97.1646		96.5621		97.7672
90.3001		89.6975		90.9027
89.7072		89.1046		90.3098
93.7542		93.1516		94.3568
85.3955		84.7929		85.9981
94.3875		93.7849		94.9901
90.686		90.0834		91.2886
91.8961		91.2935		92.4987
91.3293		90.7267		91.9319
91.8675		91.2649		92.47
95.4384		94.8358		96.041
84.5356		83.933		85.1382
87.77		87.1674		88.3726
95.0181		94.4155		95.6207
93.0957		92.4931		93.6983
74.069		73.4664		74.6716
83.3212		82.7187		83.9238
96.8146		96.212		97.4172
77.6905		77.0879		78.2931
89.122		88.5194		89.7245
60.948		60.3454		61.5506
89.3691		88.7665		89.9716
93.3262		92.7236		93.9288
61.6114		61.0088		62.214
93.4609		92.8583		94.0635
82.3334		81.7308		82.936
98.772		98.1694		99.3746
90.9471		90.3445		91.5497
76.4944		75.8918		77.097
96.6499		96.0473		97.2525
83.429		82.8265		84.0316
75.4736		74.871		76.0762
90.4673		89.8647		91.0698
94.1273		93.5247		94.7299
88.2523		87.6497		88.8549
95.6687		95.0661		96.2713
84.8166		84.2141		85.4192
64.6696		64.067		65.2722
88.4692		87.8666		89.0717
83.2055		82.6029		83.8081
89.8324		89.2298		90.435
73.9009		73.2983		74.5035
98.5681		97.9656		99.1707
86.461		85.8584		87.0636
0.0893		-0.5132		0.6919
76.4323		75.8297		77.0349
89.5886		88.986		90.1912
90.9592		90.3566		91.5618
5.6549		5.0523		6.2575
75.3493		74.7467		75.9519
96.5356		95.933		97.1382
88.1297		87.5271		88.7323
92.5962		91.9936		93.1988
96.2707		95.6681		96.8733
88.7597		88.1571		89.3623
94.7888		94.1862		95.3913
77.0151		76.4125		77.6177
94.008		93.4055		94.6106
65.926		65.3234		66.5286
95.886		95.2834		96.4886
83.3087		82.7061		83.9112
77.4465		76.8439		78.049
84.7385		84.1359		85.3411
74.142		73.5394		74.7446
61.1244		60.5218		61.727
87.7464		87.1438		88.349
95.704		95.1014		96.3065
89.7		89.0975		90.3026
77.8856		77.283		78.4882
89.4986		88.8961		90.1012
95.5186		94.916		96.1212
83.0934		82.4908		83.696
86.1548		85.5522		86.7574
91.4555		90.8529		92.0581
93.1026		92.5		93.7051
73.2684		72.6658		73.8709
94.2119		93.6093		94.8145
80.1449		79.5423		80.7475
93.3858		92.7832		93.9884
94.8974		94.2948		95.4999
97.0949		96.4923		97.6975
77.0592		76.4566		77.6618
91.8499		91.2473		92.4524
79.6495		79.047		80.2521
95.0527		94.4501		95.6553
90.5092		89.9066		91.1118
78.7736		78.171		79.3762
93.0393		92.4367		93.6419
95.5239		94.9213		96.1265
83.6297		83.0272		84.2323
92.3093		91.7067		92.9119
85.4271		84.8246		86.0297
96.4484		95.8458		97.051
97.223		96.6204		97.8256
84.1874		83.5849		84.79
94.2139		93.6113		94.8164
2.1025		1.4999		2.705
86.1565		85.554		86.7591
89.195		88.5924		89.7975
92.0409		91.4383		92.6434
94.3722		93.7696		94.9748
90.5858		89.9832		91.1884
91.2305		90.6279		91.8331
94.9819		94.3793		95.5844
87.4612		86.8586		88.0638
86.5474		85.9448		87.15
55.3775		54.775		55.9801
83.7293		83.1267		84.3319
92.8853		92.2827		93.4879
83.2335		82.6309		83.836
86.3959		85.7933		86.9985
96.4883		95.8857		97.0909
92.993		92.3904		93.5956
77.7704		77.1679		78.373
97.4229		96.8203		98.0255
91.4232		90.8206		92.0258
84.5122		83.9096		85.1148
90.0648		89.4622		90.6673
95.0286		94.426		95.6312
82.8611		82.2585		83.4637
96.5438		95.9412		97.1464
88.0642		87.4616		88.6668
0.2604		-0.3422		0.863
72.4177		71.8151		73.0203
85.5728		84.9702		86.1753
93.5766		92.974		94.1791
95.2106		94.608		95.8132
90.9005		90.2979		91.5031
0		-0.6026		0.6026
70.9822		70.3796		71.5848
91.8922		91.2896		92.4948
94.4702		93.8676		95.0728
85.5779		84.9753		86.1805
95.426		94.8234		96.0286
94.843		94.2404		95.4456
83.2852		82.6827		83.8878
96.9958		96.3932		97.5984
90.3821		89.7795		90.9847
78.2304		77.6278		78.833
75.1364		74.5339		75.739
93.0715		92.4689		93.674
82.9368		82.3342		83.5394
73.6958		73.0932		74.2984
80.8805		80.2779		81.4831
99.0353		98.4327		99.6378
0.1224		-0.4802		0.725
97.7764		97.1738		98.379
92.8514		92.2489		93.454
66.9415		66.3389		67.5441
95.2438		94.6412		95.8464
86.1722		85.5696		86.7748
94.5435		93.9409		95.1461
0.3279		-0.2746		0.9305
93.8003		93.1977		94.4029
82.0222		81.4196		82.6248
95.8182		95.2156		96.4207
90.1832		89.5806		90.7858
0.3296		-0.273		0.9321
92.4331		91.8305		93.0357
65.5506		64.948		66.1532
85.708		85.1054		86.3106
96.9945		96.3919		97.5971
87.2332		86.6306		87.8357
86.5353		85.9328		87.1379
88.7809		88.1783		89.3835
89.7601		89.1575		90.3627
85.5261		84.9235		86.1287
89.6273		89.0247		90.2298
92.6478		92.0452		93.2504
71.9277		71.3251		72.5303
0		-0.6026		0.6026
97.0426		96.44		97.6452
89.1912		88.5886		89.7938
94.2981		93.6955		94.9007
80.4819		79.8794		81.0845
90.7137		90.1111		91.3163
0.0448		-0.5578		0.6473
74.1829		73.5803		74.7855
91.6795		91.0769		92.2821
95.4674		94.8648		96.0699
93.6906		93.0881		94.2932
93.9288		93.3262		94.5313
91.5261		90.9236		92.1287
80.8484		80.2458		81.451
76.5888		75.9862		77.1913
96.6204		96.0178		97.2229
90.2097		89.6072		90.8123
98.2235		97.6209		98.8261
83.4201		82.8175		84.0227
88.9916		88.389		89.5941
78.751		78.1484		79.3536
77.844		77.2415		78.4466
91.3484		90.7459		91.951
84.3353		83.7327		84.9379
84.9126		84.31		85.5152
90.3703		89.7677		90.9729
94.9821		94.3795		95.5847
83.0518		82.4492		83.6544
92.7109		92.1083		93.3135
94.1926		93.59		94.7952
95.7551		95.1525		96.3577
96.6183		96.0157		97.2209
0.2276		-0.375		0.8302
84.6034		84.0008		85.2059
73.4928		72.8902		74.0953
87.4852		86.8826		88.0878
95.2222		94.6196		95.8248
73.4094		72.8068		74.012
85.2483		84.6457		85.8509
85.9509		85.3483		86.5535
68.5704		67.9678		69.173
97.3623		96.7597		97.9649
82.9395		82.3369		83.5421
82.5218		81.9192		83.1244
67.4824		66.8798		68.085
63.4389		62.8364		64.0415
96.1632		95.5606		96.7658
90.0232		89.4206		90.6258
86.9834		86.3808		87.5859
92.0964		91.4938		92.699
95.354		94.7514		95.9566
85.0997		84.4972		85.7023
97.5711		96.9685		98.1737
93.6957		93.0931		94.2983
90.0094		89.4068		90.612
74.6164		74.0138		75.219
92.3106		91.708		92.9131
0.162		-0.4406		0.7646
90.0403		89.4377		90.6429
95.0853		94.4827		95.6879
88.0269		87.4243		88.6295
95.1148		94.5122		95.7173
68.9258		68.3233		69.5284
85.1039		84.5013		85.7065
86.6692		86.0666		87.2718
85.9208		85.3182		86.5234
88.6218		88.0192		89.2243
67.2692		66.6666		67.8718
93.7239		93.1213		94.3265
84.3006		83.6981		84.9032
61.8645		61.2619		62.4671
91.0008		90.3982		91.6034
93.8388		93.2362		94.4414
87.2772		86.6747		87.8798
55.5597		54.9571		56.1623
88.7992		88.1966		89.4018
91.5498		90.9472		92.1524
91.7145		91.1119		92.317
93.8771		93.2745		94.4796
95.9983		95.3957		96.6009
86.8472		86.2447		87.4498
86.1891		85.5865		86.7916
69.7008		69.0982		70.3034
96.1545		95.5519		96.7571
64.1206		63.518		64.7232
93.1406		92.538		93.7432
85.0549		84.4523		85.6575
88.6039		88.0013		89.2065
0		-0.6026		0.6026
87.5357		86.9331		88.1383
93.2374		92.6348		93.84
68.3556		67.753		68.9581
92.2439		91.6413		92.8464
91.6351		91.0325		92.2377
0.0201		-0.5825		0.6227
93.4051		92.8025		94.0077
78.382		77.7794		78.9846
87.9915		87.389		88.5941
79.7451		79.1425		80.3477
88.4196		87.817		89.0222
87.4145		86.8119		88.0171
91.6408		91.0382		92.2434
94.302		93.6995		94.9046
86.662		86.0594		87.2646
88.4921		87.8895		89.0947
82.5934		81.9909		83.196
87.0574		86.4548		87.66
94.8954		94.2928		95.498
90.2228		89.6202		90.8254
95.2189		94.6164		95.8215
67.3955		66.793		67.9981
93.6172		93.0146		94.2198
81.6437		81.0411		82.2463
88.6959		88.0934		89.2985
83.5378		82.9352		84.1404
0.1298		-0.4728		0.7324
92.0978		91.4952		92.7004
87.2177		86.6151		87.8203
78.9814		78.3788		79.5839
87.6296		87.027		88.2322
84.3411		83.7385		84.9437
92.0555		91.4529		92.6581
89.6953		89.0927		90.2979
71.969		71.3664		72.5716
83.1776		82.575		83.7802
80.7649		80.1624		81.3675
93.094		92.4915		93.6966
91.4997		90.8971		92.1023
95.4435		94.8409		96.0461
80.7421		80.1395		81.3447
92.9086		92.306		93.5112
62.0598		61.4572		62.6623
85.6242		85.0216		86.2267
91.4657		90.8631		92.0683
78.1002		77.4976		78.7028
94.1996		93.597		94.8022
93.9333		93.3307		94.5359
78.6015		77.9989		79.204
90.2048		89.6022		90.8074
90.0824		89.4799		90.685
89.4858		88.8833		90.0884
-0.831		-1.4336		-0.2285
93.6604		93.0578		94.263
89.8157		89.2131		90.4183
94.5254		93.9228		95.128
89.1345		88.5319		89.7371
97.006		96.4034		97.6086
68.4413		67.8387		69.0439
92.5964		91.9938		93.199
92.5246		91.922		93.1271
83.0502		82.4476		83.6528
96.7808		96.1782		97.3834
93.4352		92.8326		94.0378
88.1651		87.5626		88.7677
82.3949		81.7924		82.9975
96.9692		96.3666		97.5718
86.3552		85.7526		86.9577
86.2793		85.6767		86.8818
88.7078		88.1052		89.3104
92.9254		92.3228		93.5279
95.9438		95.3412		96.5464
91.9398		91.3373		92.5424
72.0488		71.4463		72.6514
83.1681		82.5655		83.7707
95.3216		94.719		95.9242
90.8934		90.2908		91.4959
89.5925		88.9899		90.1951
91.606		91.0035		92.2086
88.4837		87.8811		89.0862
89.4048		88.8022		90.0073
92.3249		91.7223		92.9275
83.8917		83.2892		84.4943
85.0266		84.424		85.6291
85.4695		84.867		86.0721
62.4946		61.892		63.0971
89.5917		88.9892		90.1943
94.9203		94.3178		95.5229
88.5053		87.9027		89.1078
93.3317		92.7291		93.9343
77.2874		76.6848		77.89
96.3402		95.7376		96.9428
95.6813		95.0787		96.2839
75.7001		75.0975		76.3027
79.6852		79.0826		80.2878
85.7917		85.1891		86.3943
80.51		79.9074		81.1126
97.5993		96.9967		98.2019
77.3522		76.7496		77.9548
95.91		95.3074		96.5125
83.0238		82.4212		83.6264
88.7561		88.1535		89.3587
75.2251		74.6225		75.8277
90.7699		90.1673		91.3725
94.0857		93.4831		94.6883
92.352		91.7494		92.9546
87.7041		87.1015		88.3067
81.9475		81.3449		82.5501
88.9929		88.3904		89.5955
81.8641		81.2615		82.4667
88.1286		87.526		88.7312
96.3566		95.754		96.9592
88.3618		87.7592		88.9644
78.9827		78.3801		79.5853
83.0791		82.4766		83.6817
91.59		90.9875		92.1926
89.7294		89.1268		90.3319
85.6719		85.0693		86.2745
92.5022		91.8996		93.1047
72.9445		72.3419		73.5471
90.382		89.7795		90.9846
71.4395		70.8369		72.0421
86.7438		86.1412		87.3464
93.2307		92.6282		93.8333
85.447		84.8444		86.0496
94.4986		93.896		95.1012
94.9224		94.3198		95.525
86.5506		85.948		87.1532
84.7889		84.1863		85.3915
73.1892		72.5866		73.7918
59.8717		59.2691		60.4742
95.9612		95.3586		96.5638
90.9424		90.3399		91.545
84.5601		83.9575		85.1627
94.1603		93.5578		94.7629
74.9268		74.3243		75.5294
92.3482		91.7456		92.9508
82.8042		82.2016		83.4068
88.1512		87.5486		88.7538
93.2726		92.67		93.8752
92.0809		91.4783		92.6835
91.2617		90.6591		91.8642
96.7551		96.1525		97.3577
95.305		94.7024		95.9076
57.1211		56.5185		57.7237
89.6382		89.0357		90.2408
89.3436		88.741		89.9462
74.9908		74.3882		75.5934
87.4353		86.8327		88.0379
89.6864		89.0838		90.289
86.0912		85.4886		86.6938
96.9137		96.3111		97.5163
94.6763		94.0737		95.2789
88.5816		87.979		89.1842
93.6221		93.0195		94.2247
93.9346		93.332		94.5372
93.4815		92.879		94.0841
71.7478		71.1452		72.3503
70.5606		69.958		71.1632
64.4098		63.8072		65.0123
76.953		76.3504		77.5556
78.2552		77.6526		78.8578
94.9895		94.3869		95.5921
92.5056		91.903		93.1082
62.6453		62.0427		63.2479
91.0847		90.4821		91.6873
93.6803		93.0777		94.2829
96.0855		95.483		96.6881
93.5113		92.9087		94.1139
90.6732		90.0707		91.2758
83.475		82.8724		84.0776
90.8293		90.2267		91.4318
94.0378		93.4352		94.6404
90.107		89.5045		90.7096
92.2468		91.6443		92.8494
94.0651		93.4625		94.6677
79.6875		79.0849		80.2901
80.2355		79.6329		80.8381
86.1789		85.5763		86.7815
79.4008		78.7982		80.0034
72.2671		71.6645		72.8697
80.8531		80.2505		81.4557
74.3101		73.7075		74.9126
92.411		91.8084		93.0136
94.5111		93.9085		95.1137
-10.2547		-10.8573		-9.6521
88.8126		88.21		89.4151
92.4296		91.827		93.0322
72.2468		71.6442		72.8494
63.0032		62.4006		63.6058
73.6658		73.0632		74.2684
92.314		91.7114		92.9166
91.3793		90.7767		91.9819
82.0238		81.4212		82.6264
87.41		86.8074		88.0126
87.6587		87.0561		88.2613
84.5762		83.9736		85.1788
74.9429		74.3404		75.5455
88.0452		87.4426		88.6478
79.1109		78.5083		79.7135
88.5197		87.9171		89.1223
88.6567		88.0541		89.2593
84.02		83.4175		84.6226
61.4295		60.8269		62.032
88.9585		88.3559		89.5611
78.4672		77.8647		79.0698
94.413		93.8104		95.0156
83.7493		83.1467		84.3518
85.7067		85.1041		86.3093
82.9144		82.3118		83.517
90.579		89.9765		91.1816
75.9248		75.3222		76.5274
87.8101		87.2075		88.4127
85.5126		84.91		86.1152
79.8113		79.2087		80.4139
92.2335		91.6309		92.8361
54.6704		54.0679		55.273
88.8687		88.2661		89.4713
95.0976		94.495		95.7002
82.012		81.4094		82.6145
95.2632		94.6606		95.8658
90.9324		90.3298		91.535
66.9121		66.3095		67.5147
93.4055		92.8029		94.0081
95.9316		95.3291		96.5342
98.165		97.5625		98.7676
90.4222		89.8196		91.0247
94.0146		93.412		94.6171
74.4683		73.8657		75.0709
90.1461		89.5435		90.7487
82.8023		82.1997		83.4049
93.2932		92.6906		93.8957
93.867		93.2645		94.4696
87.8198		87.2172		88.4224
88.6695		88.0669		89.2721
85.7466		85.144		86.3491
92.2607		91.6581		92.8633
92.41		91.8074		93.0126
90.1698		89.5672		90.7724
90.8765		90.2739		91.4791
85.1981		84.5955		85.8007
64.76		64.1574		65.3626
74.6647		74.0621		75.2673
92.8546		92.252		93.4572
85.7293		85.1267		86.3319
75.2407		74.6381		75.8433
88.7488		88.1462		89.3514
92.5004		91.8978		93.103
91.0267		90.4241		91.6293
91.7493		91.1467		92.3519
89.3008		88.6983		89.9034
93.217		92.6144		93.8195
89.6861		89.0836		90.2887
88.7576		88.155		89.3601
97.0901		96.4875		97.6927
87.3716		86.769		87.9742
0.0346		-0.568		0.6372
82.5388		81.9362		83.1414
87.1036		86.501		87.7062
97.328		96.7254		97.9306
97.494		96.8914		98.0966
92.7065		92.1039		93.3091
94.8541		94.2515		95.4567
80.1353		79.5327		80.7379
77.3066		76.704		77.9091
95.5144		94.9118		96.117
78.0764		77.4738		78.679
73.3592		72.7566		73.9618
65.6637		65.0611		66.2663
81.6629		81.0603		82.2654
90.2928		89.6902		90.8954
67.8734		67.2708		68.476
86.4409		85.8383		87.0435
86.0653		85.4627		86.6679
80.3684		79.7658		80.971
89.5184		88.9159		90.121
94.6625		94.0599		95.265
88.8238		88.2213		89.4264
95.2206		94.618		95.8232
95.264		94.6614		95.8665
87.9454		87.3429		88.548
8.5614		7.9588		9.164
95.8686		95.266		96.4712
92.8308		92.2283		93.4334
63.2717		62.6691		63.8743
90.9453		90.3428		91.5479
81.7481		81.1455		82.3507
86.7635		86.161		87.3661
91.4855		90.8829		92.0881
93.5018		92.8992		94.1044
83.7398		83.1372		84.3423
92.2721		91.6695		92.8747
96.9317		96.3291		97.5342
86.0981		85.4955		86.7007
90.1336		89.531		90.7362
91.3955		90.7929		91.998
93.398		92.7954		94.0005
93.3781		92.7756		93.9807
87.395		86.7924		87.9976
77.4248		76.8222		78.0274
90.9485		90.3459		91.5511
79.9063		79.3037		80.5089
90.5137		89.9111		91.1163
91.2747		90.6721		91.8773
68.3512		67.7486		68.9538
62.64		62.0374		63.2426
79.3546		78.752		79.9572
81.244		80.6414		81.8466
93.9492		93.3466		94.5518
91.6753		91.0727		92.2779
87.9519		87.3493		88.5544
87.1848		86.5822		87.7874
92.43		91.8274		93.0326
89.7032		89.1007		90.3058
89.6366		89.034		90.2392
84.827		84.2244		85.4296
92.7788		92.1762		93.3814
92.9529		92.3503		93.5554
89.1356		88.533		89.7382
66.803		66.2004		67.4056
94.4691		93.8665		95.0717
90.8574		90.2548		91.46
93.4629		92.8603		94.0655
92.2905		91.6879		92.8931
88.0098		87.4072		88.6123
86.8518		86.2492		87.4544
8.4165		7.8139		9.0191
82.8418		82.2392		83.4444
89.7423		89.1397		90.3449
92.3612		91.7586		92.9638
89.2809		88.6783		89.8835
86.4444		85.8419		87.047
